Number;Start time in milliseconds;End time in milliseconds;"Text"
1;1680;4190;"All I'm doing is furthering the old man's will."
2;4710;6860;"I'm not looking for any trouble."
3;7830;10730;"Ging-san, why do this if you don't want"
4;10730;12540;"to change the result?"
5;14970;17750;"If I can get my target to move as I want,"
6;17750;19540;"I've succeeded as a Hunter."
7;99990;105000;"Request x And x Wish"
8;109550;112000;"On August 8th at 12:00 AM,"
9;112000;114710;"in the Hunter Association main headquarters,"
10;114710;117760;"the voting to elect Netero's successor,"
11;117760;120700;"the 13th Chairman, began."
12;117760;121510;"Heart <font color="#434340">Is Valuable</font>"
13;122210;124520;"The rules set by Ging"
14;124520;127890;"made all of the six hundred and sixty-one members"
15;127890;130260;"both a candidate and voter."
16;130900;132470;"On this day,"
17;132470;135360;"voter turnout was below the required 95%,"
18;135360;138150;"meaning the vote had to be redone."
19;138170;141150;"1) Pariston 

2) Cheadle 

3) Ickshonpe 

4) Botobai"
20;139710;144230;"However, the second vote"
21;141160;144170;"Election for the 13th Chairman 

1) Pariston — 251 (37.9%) 
2) Cheadle — 46 
3) Ickshonpe — 28 
4) Botobai — 27 
5) Mizaistom — 24"
22;144170;146160;"8) Cutie, Sanbica, 
Teradein, Bushidora — 10 
12) Loupe — 9 
13) Linne, Biscuit — 8 
15) Tsezguerra — 7 
16) Knov, Kanzai — 6 
18) Kite, Satotz — 4 
20) Menchi, Geru, 13 others — 3 
35) Saiyu, 11 others — 2 
47) Gon, Hanzo, 16 others — 1"
23;145010;146660;"also failed to meet the requirements,"
24;146160;148660;"Invalid — 45                    Absent — 33 
Turnout — 88.2%"
25;146160;148660;"Vote must be retaken because 
requirements were not met."
26;146660;148670;"and had to be redone again."
27;150200;152420;"Taking the results from the 
two votes into consideration..."
28;152420;155790;"First, we will have Beans-san review all ballots"
29;155790;160180;"before they are entered, to reduce 
the number of invalid votes."
30;160540;161430;"Second,"
31;161840;165940;"Hunters who violate the rules by 
abstaining or submitting invalid votes"
32;165940;168280;"will have their licenses temporarily taken away."
33;168660;170690;"Those are my two suggestions."
34;171110;174310;"If we implement the first, 
do we still need the second?"
35;174310;179200;"Just getting rid of the invalid 
votes would put us over 95%."
36;180270;181760;"I wouldn't be so sure..."
37;182060;186750;"Some Hunters may play hooky when they 
learn they can't submit invalid votes."
38;186750;190190;"There are those who would trample 
on the former chairman's wishes."
39;190190;191060;"What?"
40;191060;193450;"Drop it. You'll only waste time."
41;193880;196460;"Oh? Did I say something wrong?"
42;197230;201550;"The former chairman declared that 
a 95% turnout was required,"
43;201550;204600;"so Hunters who submit invalid votes or 
won't vote are betraying his memory."
44;205000;208350;"They just don't want to see you become chairman!"
45;208700;212020;"Then they should vote for someone else."
46;212370;215510;"I'm sure there are other qualified candidates."
47;215870;219110;"Though that isn't how the majority of Hunters feel..."
48;219840;224490;"Is that too hard for you, with your limited 
vocabulary and math skills?"
49;231060;233120;"I told you that you'd only waste time."
50;233800;235630;"You get a warning, Kanzai."
51;236160;240020;"Before adding new rules, 
I believe we should broadcast"
52;240020;241880;"each candidate's message."
53;242200;246050;"Besides, abstaining and submitting invalid 
votes are not technically violations."
54;246050;249030;"I fully agree with your first statement,"
55;249030;251140;"but the second makes me 
wonder if I heard right..."
56;251850;254340;"I cannot believe those words came from one"
57;254340;257150;"of the former chairman's leading supporters."
58;257840;259050;"The former chairman said"
59;259050;261560;"that the difficulty of this election was D-rank."
60;261560;266780;"Which means, for us Hunters with stars, 
this should be a simple task."
61;267040;271290;"In other words, the former chairman 
trusted us to handle this."
62;271290;272740;"Pariston, you're a pain!"
63;272740;274290;"Don't talk! Keep your mouth shut!"
64;274900;281310;"The difficulty level is just his way of 
expressing his degree of trust in the Zodiacs."
65;281310;282940;"If it's S, he's encouraging us."
66;282940;285510;"If it's F, he's challenging us."
67;285800;287760;"You can spin it however you want,"
68;287760;290930;"but abstaining and submitting invalid 
votes don't violate any rules, scumbag."
69;291330;293210;"When I called them violations..."
70;293210;296710;"I was only insinuating that those 
Hunters are mistaken in their manner"
71;296710;299060;"of paying respects to the former chairman."
72;299500;302990;"The message is that making the election 
a success would be the right way"
73;302990;304810;"to pay our respects to him."
74;304810;306890;"Then, say that during your speech!"
75;306890;309070;"If you make it a rule, that's coercion!"
76;309620;312510;"Is coercion such a bad thing?"
77;312910;314710;"Okay, I get the idea..."
78;314710;315940;"That's enough."
79;315940;318330;"I'm fine with both suggestions."
80;318800;321410;"My reasons are different than yours,"
81;321410;324480;"but I agree that, barring 
extraordinary circumstances,"
82;324480;327190;"no Hunters should be abstaining 
or submitting invalid votes."
83;327190;329640;"Then let's take a vote."
84;329640;330850;"First things first."
85;331750;334240;"I hope you aren't going to say that, 
during that time, Hunters who"
86;334240;337590;"have their licenses taken away 
aren't considered pro Hunters."
87;337590;340230;"You aren't that stupid, are you?"
88;342210;343730;"Of course not..."
89;344220;349140;"I wouldn't think of using such underhanded 
logic to manipulate the vote."
90;349140;351490;"Their licenses will be confiscated. Nothing more."
91;351490;352850;"What if they're lost?"
92;353790;356640;"A Hunter who has lost his license"
93;356640;359240;"may be protected by the rules,"
94;359240;362380;"but is not qualified to be a pro 
as far as we're concerned, yes?"
95;363770;365130;"Uh..."
96;365680;367580;"Are you saying that someone"
97;367580;371450;"would use the threat of a license going 
missing to manipulate the vote?"
98;372220;374890;"We can't guarantee no one will do that."
99;375740;378140;"Let this be clearly recorded in the minutes..."
100;378700;381900;"Hunters who lose their licenses during the election"
101;381900;384530;"will not lose their right to vote."
102;385100;391060;"That way, no one can manipulate 
the turnout or the majority."
103;396370;397950;"I hate to admit it,"
104;397950;401540;"but unless we do something about 
the majority, not just the turnout,"
105;401540;404290;"Pariston will keep smiling."
106;404400;407820;"{\fad(129,1)}6) Saccho 
7) Ginta 
8) Morel 
9) Piyon, Cluck 
11) Cutie, Sanbica"
107;404750;407620;"He already seems to have secured the votes"
108;407620;410120;"that went to Ginta, Piyon, and Cluck."
109;407820;410710;"{\fad(1,143)}6) Saccho 
7) Morel 
8) Cutie, Sanbica, 
Teradein, Bushidora 
12) Loupe"
110;411460;416030;"If our timing is wrong, there will be casualties."
111;418660;419830;"I hate to admit it..."
112;420530;422270;"But some part of me"
113;423980;426580;"wishes that Ging were here."
114;431110;434250;"A beast that cannot be tamed..."
115;437820;441660;"Why did the Chairman select 
him as Vice Chairman?"
116;452690;456210;"Since I get to choose my second-in-command,"
117;456210;458350;"choosing a yes-man wouldn't be any fun."
118;459150;462100;"It should be someone I can't stand..."
