Number;Start time in milliseconds;End time in milliseconds;"Text"
1;7970;10440;"We didn't learn what happened to Uvo,"
2;10910;13820;"but we have the chain user's name and face."
3;14530;16130;"We still don't know his abilities."
4;16130;17700;"All right."
5;17700;20080;"We'll be waiting in the Hotel Beitacle lobby."
6;21350;23580;"It sounds like we got the 
chain user's identity."
7;25110;26690;"He has three remaining allies."
8;28030;29090;"Let's go."
9;29590;30600;"Let's go."
10;34740;35960;"What do we do?"
11;35960;38540;"There isn't any point in 
capturing Pakunoda now."
12;39380;42060;"If I were Kurapika, I would switch targets."
13;42510;44820;"If I wanted to crush the Troupe,"
14;44820;46600;"I would target the boss."
15;47090;49580;"Melody's listening in on the conversation,"
16;49580;51770;"so they should know where we're going."
17;55770;57940;"It's a question of when he'll attack."
18;57940;60370;"We'll need to confer before we move."
19;61180;62370;"The first instant will decide it."
20;63190;65960;"Any slight delay could cost us our lives."
21;146000;151040;"Initiative x And x Law"
22;163330;164510;"Wait here."
23;167090;168520;"They're too alert..."
24;169210;172860;"They'll be watching anyone who walks in."
25;173430;175730;"I hope Kurapika and Melody 
arrived before us."
26;175730;177030;"Hey!"
27;177340;179280;"Do you realize what time it is?!"
28;180870;183970;"Idiot! It's Hotel Beitacle!"
29;183970;186170;"How many times do I have to repeat myself?"
30;187110;188290;"Leorio!"
31;189730;191670;"What are you looking at, eh?"
32;192060;193180;"Should I get rid of him?"
33;193180;194170;"Ignore him."
34;194170;195420;"Don't look at him."
35;195870;198540;"Eh? This ain't no show!"
36;198960;201680;"Damn, my future's <i>dark</i>"
37;201680;203730;"because of the failures working for me!"
38;204590;205620;"Listen up!"
39;205620;207560;"This once, I'll <i>close my eyes</i> 
like nothing happened."
40;208170;210560;"One more mistake, and you'll get it good!"
41;210950;212320;"Now listen."
42;212320;214000;"Seven on the dot."
43;214000;215560;"You'd best be at the hotel by then!"
44;216030;217120;"That's a message!"
45;217610;218920;"Seven on the dot!"
46;218920;220440;"Use darkness to our advantage!"
47;223970;225500;"I can escape these threads instantly"
48;225500;227250;"by dislocating my fingers."
49;227250;229490;"I'll need 0.7 seconds to attack."
50;230250;231470;"I'll have plenty of time!"
51;232070;233830;"It'll take a few seconds before"
52;233830;235650;"their eyes adjust to the dark"
53;235650;236940;"if the lights suddenly go out!"
54;238540;240460;"It's time for our last song."
55;240460;243250;"This request comes from Kicchomu-san."
56;244840;246100;"Three more minutes!"
57;246720;248100;"Paku and the others are here."
58;248540;249370;"Oh?"
59;250620;253350;"What's this? You got caught again?"
60;253850;255750;"I get it..."
61;255750;258730;"You changed your minds and 
decided to join, right?"
62;259180;264090;"We didn't know that the reward 
for you guys was rescinded."
63;264090;267080;"So you screwed up again while stalking us?"
64;267080;268740;"Didn't learn your lesson, huh?"
65;269040;271720;"But this must be fate at work."
66;272740;274120;"Two more minutes."
67;274450;276880;"Well, let's be friends."
68;276880;278110;"No way."
69;278110;280480;"We were only following you for the reward."
70;280900;283880;"I wouldn't even want to look at your faces."
71;284350;285350;"Smart!"
72;285350;288140;"Now we won't seem suspicious 
when we close our eyes."
73;288490;289790;"I agree."
74;291430;292780;"Well, boss?"
75;292780;294140;"They've got guts, right?"
76;294500;297150;"Their sass reminds me of Uvo."
77;297680;299450;"That's probably because they're kids."
78;299450;301520;"They know no fear."
79;301520;303840;"Anyway, describe the chain user for us."
80;304390;305770;"First things first, Paku."
81;306180;307910;"Check these kids again."
82;309180;311540;"Okay, what do you want to know?"
83;312510;315040;"What are they hiding?"
84;316200;319060;"Damn, that's a smart question."
85;319060;320580;"Straight to the point,"
86;320580;323290;"and he can learn all kinds 
of information from it."
87;324910;326870;"Well, there's only one minute left"
88;326870;329460;"in this week's broadcast."
89;329460;331810;"One minute! We have to buy time!"
90;332400;333560;"It's no use."
91;334170;335350;"Your power"
92;335350;338890;"lets you draw out memories 
from those you touch, right?"
93;339440;342480;"We aren't hiding anything, 
and we know no—"
94;343280;345140;"I'll know the truth soon enough."
95;345140;346320;"Shut up."
96;346630;347860;"Even if we did know something,"
97;347860;350480;"we could think about something else,"
98;350480;351700;"and hide it from you!"
99;352130;354200;"Yep, there you go."
100;354690;357120;"You seem to be confused."
101;357120;361350;"I draw out the purest essence of human memory."
102;362180;365210;"I'm not browsing through 
the images in your mind."
103;366350;370450;"My question will stimulate your memory,"
104;370450;373420;"stirring up the dirt collected in its depths"
105;373420;376400;"like throwing a stone into a pond."
106;376400;380350;"The dirt represents your pure, 
unaltered memories."
107;380880;382560;"And I simply scoop them up."
108;383730;385640;"It's impossible to deceive me."
109;386240;388060;"I'll see you next week."
110;388510;390890;"This is JFN, and it's 7:00 PM."
111;390890;391490;"Here it comes!"
112;393150;395490;"Now, it's time to ask my question."
113;396060;397840;"What are you hiding?"
114;402930;403960;"I can see them!"
115;403960;405390;"And they can't see us!"
116;412180;413810;"The kid on the right is free?"
117;414190;414850;"I can't see!"
118;415490;417020;"This was their plan?"
119;418810;420190;"I won't let go of the other one!"
120;422110;422650;"Gon!"
121;425700;427900;"To break the thread, I'll have to kill her!"
122;431150;432650;"I can't pull out my hand..."
123;432650;433910;"She trapped it with her muscles!"
124;435280;436290;"You're mine."
125;436730;439440;"Once you reveal your presence, 
I can sense you."
126;439440;441290;"Using the dark was meaningless."
127;441680;442500;"Killua!"
128;446870;448300;"Give up."
129;451130;452580;"A pity..."
130;453010;455550;"Well, it was a good shot."
131;458280;459770;"It came from the entrance?"
132;460420;462270;"The guy with the radio was 
working with them."
133;462700;463700;"Forget him!"
134;464280;465930;"We only need these two."
135;466480;468270;"Our eyes will adjust shortly."
136;468270;469210;"Yes."
137;469210;470780;"Wait, where's the boss?"
138;477530;478910;"The boss is gone..."
139;482010;483910;"Shizuku, hold this guy for me."
140;483910;484500;"Sure."
141;484960;486490;"Paku, are you okay?"
142;486490;488750;"He broke my left hand and a molar..."
143;489560;491530;"We underestimated them."
144;492350;494160;"Anyway, this is going to shock you."
145;494160;494990;"These kids are—"
146;494840;495890;"Wait!"
147;497660;500390;"Pakunoda, this is for you."
148;500660;503390;"Discuss their memories, and I'll kill him."
149;508920;511740;"Hey, what's going on?"
150;511740;515110;"We missed him because he was 
disguised as a receptionist!"
151;515560;518290;"And, wait... the boss should have"
152;518290;522880;"been able to evade a chain 
attack from that distance."
153;522880;525420;"But the abrupt plunge"
154;525420;529080;"into darkness delayed his reactions."
155;529080;532640;"This was all planned out!"
156;530670;536430;"radio 
trapped 
blackout 
seven o'clock 
chain user 
plunge into darkness 
distance 
true 
why"
157;532640;536450;"But I was only able to learn keywords"
158;536430;539430;"what are you hiding? 
planned out 
keyword 
sacrifice seconds 
fragments 
boss 
missed him"
159;536450;539430;"such as "blackout" and "seven o'clock.""
160;539910;541710;"And there's one more question..."
161;541710;545850;"If these kids knew the chain user all along,"
162;545850;549130;"why didn't my previous questioning 
trigger any memories?"
163;549600;552950;"He must have been hiding his powers"
164;552950;555520;"from his own allies!"
165;556080;559620;"From all that, we can surmise 
that he is most likely intelligent,"
166;559620;565240;"quick on his feet, secretive, 
and level headed."
167;566490;569240;"He probably isn't bluffing."
168;569770;575220;"He was prepared to sacrifice a few 
seconds to leave this message."
169;575560;578790;"Which means the message must be true."
170;579880;582530;"His ally can read human emotion"
171;582530;585320;"by listening to heartbeats."
172;585320;589230;"That ally is the reason he 
left this message behind."
173;590040;594990;"If I talk, he'll sacrifice his own 
allies and kill the boss."
174;595620;600560;"But that also means that these 
kids are valuable as hostages."
175;600560;601330;"Paku."
176;601330;603260;"We have a chance to rescue the boss."
177;603260;603910;"Paku..."
178;603910;604420;"But..."
179;604420;605290;"Paku!"
180;607850;609880;"Don't say a word."
181;610430;611380;"Got it?"
182;613310;616300;"Machi, focus on your threads."
183;616300;617630;"I'll take him for you."
184;618430;620010;"Kurapika pulled it off."
185;620660;622330;"Since he left us a message,"
186;622330;624720;"he'll contact us again."
187;625310;629310;"Until then, these kids are valuable hostages."
188;630310;631270;"I am the head,"
189;631270;633660;"and you are the legs of the spider."
190;634290;638730;"Natural law dictates that the 
legs blindly follow the head."
191;639380;642480;"However, this simply represents 
a chain of command."
192;642480;644260;"It doesn't apply to my life or death."
193;645030;648200;"If I happen to die, one of you can replace me."
194;648720;652920;"And there may come a time when a leg 
has more importance than the head."
195;653440;654930;"Make the right call."
196;655540;657480;"My orders are top priority."
197;657480;660430;"However, I am not your top priority."
198;661540;663640;"Our goal is not to keep an individual alive,"
199;664510;666000;"but the spider."
200;666000;667390;"Never forget that."
201;667880;669690;"What should we do in this situation?"
202;670750;674440;"If I tell everyone the chain 
user's powers and weaknesses"
203;675380;678320;"that I learned, we can defeat him."
204;678320;679580;"With ease."
