Number;Start time in milliseconds;End time in milliseconds;"Text"
1;1680;2980;"Kite is alive!"
2;4410;8410;"He wouldn't ever let that thing beat him!"
3;9380;11150;"So we should hurry back..."
4;11740;12870;"Once we're stronger."
5;15550;17070;"To save Kite!"
6;97990;102990;"Promise x and x Reunion"
7;104770;107460;"Gon and Killua have vowed to save Kite."
8;108250;110790;"But before they can return to NGL,"
9;110790;114110;"they must pass the condition 
set by Chairman Netero,"
10;114110;117470;"leader of the punitive force."
11;119530;120970;"What are those?"
12;121750;122750;"Tokens."
13;123250;125900;"You take a piece of marked wood and split it,"
14;125900;127980;"giving each half to a different person."
15;128950;130780;"They work as proof that you're an ally"
16;130780;132480;"or to authenticate a document."
17;134090;137990;"We sent two assassins to the nearest village."
18;141440;142990;"In this case,"
19;142990;145800;"each of the two assassins 
holds one matching token."
20;147900;149710;"We defeat them and take the tokens."
21;162570;164010;"It's been erased."
22;164700;166660;"That means someone checked the board."
23;167230;168020;"Yeah."
24;173520;177040;"You must be Killua and Gon."
25;178610;180400;"Nice to meet you."
26;181410;184780;"My name is Palm."
27;186220;188040;"It's a pleasure."
28;189770;192020;"Oh, dear..."
29;192020;194470;"No need to be so tense."
30;194470;198010;"I imagine the Chairman probably didn't provide many details."
31;198540;200440;"Allow me to explain."
32;200440;202290;"Why don't we have some tea?"
33;206650;210060;"I am a student of Knov-sensei."
34;210610;214420;"He said I would only get in his way..."
35;214420;216270;"But I insisted on accompanying him."
36;217130;218330;"Who's that?"
37;218330;221250;"She probably means one of the 
guys with Chairman Netero."
38;221250;223820;"Yes, the one wearing a black suit..."
39;224390;227050;"My teacher is an incredible person."
40;227050;230120;"Cool, intelligent, composed..."
41;230120;233090;"Ah, composed and cool mean the same thing!"
42;233090;234120;"Oh, dear..."
43;234120;236790;"Oh, but I only respect him, that's all."
44;236790;239210;"There's nothing romantic about my feelings..."
45;240250;243600;"At least, I may wish that were the case."
46;245760;251240;"After all, when it comes to falling 
in love, respect is a major factor."
47;251610;255590;"Ah, my teacher knows nothing 
about this, of course."
48;255590;258240;"I haven't said a word to him, 
and I don't intend to."
49;266040;269540;"No one can say what will happen..."
50;270100;273750;"After all, love is a spontaneous thing,"
51;273750;274980;"don't you agree?"
52;274980;277080;"Uh, can I interrupt you?"
53;277080;278660;"Aren't we supposed to fight you?"
54;279050;281010;"Huh? Oh, dear..."
55;281010;283050;"Yes, I apologize."
56;283510;285330;"The Chairman and my teacher"
57;285330;289360;"said I couldn't accompany them any farther."
58;290570;293010;"But I insisted on going with them."
59;293010;299230;"It feels like I spent a lifetime just trying 
to convince them of my determination."
60;299230;301890;"And finally, they relented, with one condition."
