Number;Start time in milliseconds;End time in milliseconds;"Text"
1;4510;7980;"Looks like you guys have been 
waiting here to kill me."
2;8470;10990;"Sorry, but the prey is about 
to become the predator."
3;11690;15450;"You'll die before you can even strike back."
4;16920;17970;"Really?"
5;19450;21800;"I barely felt a thing."
6;21800;26500;"You could punch us like that a few 
thousand times without killing us."
7;28300;29910;"I get it."
8;29910;31900;"You're trying to act tough."
9;38010;41350;"You're swinging long after the ball's 
already in the catcher's mitt."
10;41780;44350;"Just as a warning, I'm not 
using my full strength."
11;44680;46970;"I can run faster and throw harder punches."
12;51400;52740;"This is a surprise."
13;53380;56280;"He's actually aiming for my face."
14;57790;61550;"I was certain his eyes couldn't 
even follow my motion earlier..."
15;62070;63080;"Just a lucky guess?"
16;66320;67040;"Him, too..."
17;67750;70750;"He's clearly ascertaining where 
I'm going to be before he attacks."
18;72000;74550;"It's only been a minute since I encountered them."
19;74550;77550;"They've adapted to my speed that quickly?"
20;79720;82310;"They're nothing like the guys from yesterday."
21;83260;84500;"How amusing..."
22;85180;87560;"It makes this more of a challenge!"
23;177030;182030;"Grudge x And x Dread"
24;183340;186220;"Your bodies can't keep up with your minds..."
25;186220;188510;"You obviously can't compete physically."
26;188510;190320;"How are you gonna compensate?"
27;190320;192040;"With guns? Numbers?"
28;194280;196170;"We'll use wit and experience."
29;201800;204130;"Where did this stuff come from?"
30;205450;207410;"Smoke? Gas?"
31;207700;208680;"Poison gas?"
32;208680;210180;"Or sleeping gas?"
33;210890;214070;"No, they're standing within it."
34;214070;216190;"This must be some kind of special power."
35;216920;218090;"Are you scared?"
36;218960;220570;"You can retreat if you want."
37;221900;224430;"Does that mean you aren't running away?"
38;225070;227080;"Then this is a smokescreen."
39;227640;230110;"They'll use it as cover for their attack."
40;230530;233520;"Well, let's see what they can do..."
41;235470;236130;"Here it comes!"
42;239510;240300;"What?"
43;247510;250680;"When you use <i>Gyo</i>, your body freezes briefly."
44;250680;253560;"This trick won't work on the same 
opponent too many times."
45;254000;255560;"But it only needs to once."
46;256150;257490;"I wouldn't be so sure."
47;257490;259240;"That didn't hurt at all."
48;259240;261790;"I'll admit that you caught me off-guard,"
49;261790;264750;"but you didn't do any damage."
50;269150;270330;"What's this?"
51;270940;273230;"Gee, I wonder..."
52;274080;275390;"It's time."
53;275390;276580;"Adding interest."
54;278160;279090;"Answer me."
55;281290;282550;"Answer me!"
56;286700;289930;"Your anger is blinding you 
to your surroundings..."
57;290530;294560;"It'll be super easy to send you tumbling."
58;297280;299640;"Hey! Damn it!"
59;302540;303510;"They're gone?"
60;304090;305240;"Where are you?"
61;305840;306820;"It's time."
62;307400;309270;"Adding interest."
63;314380;316720;"It doesn't matter what your power does."
64;317090;318750;"I just have to rip you apart!"
65;327320;330500;"Looks like he's powerless against <i>Zetsu</i>."
66;330500;335020;"Well, we're dealing with 
a level-one soldier ant."
67;335630;339520;"With APR on him, we can easily track him."
68;340020;343940;"We just need to chase him down, 
 box him in, and that'll be the end."
69;343940;348030;"But doesn't your ability lose its effect 
if the target moves too far away?"
70;348690;350970;"It'll stop adding interest,"
71;350970;352540;"but the effect will remain."
72;352990;357310;"Once I'm back in range, 
the counter will start up again."
73;357310;360830;"But even if IRS doesn't kick in, 
he'll be easy to finish off."
74;360830;363110;"We've already learned his attacks."
75;363110;364350;"You fool!"
76;364780;366880;"We may know what pitch he'll use,"
77;366880;369930;"but we still can't put the bat on the ball."
78;370580;374880;"Let's leave him for a <i>Nen</i> user who's 
better equipped to handle him."
79;374880;375930;"You're right."
80;376570;379020;"I'm more concerned about Gon and Killua..."
81;385370;386930;"Damn..."
82;386930;389430;"I can't shake this thing."
83;389430;391450;"I can't outrun it..."
84;392110;393450;"<i>So this is </i>Nen<i>.</i>"
85;394470;397450;"I need more than just speed here."
86;420150;422320;"Kite's in here."
87;422730;425730;"He is no longer the person you once knew."
88;426810;428020;"It's okay."
89;428520;430740;"We'll find a way to cure him!"
90;435780;437650;"Hotel Rafflesia..."
91;437200;444250;"{\fad(2614,1)}Hotel Rafflesia: 
{\3c&H61AE6E&}Dark Inn"
92;438280;441630;"Once I've dealt an enemy a 
certain amount of damage,"
93;441630;444250;"I'm able to trap"
94;445060;447450;"an entire body or merely a single part inside."
95;451260;453510;"This must be how he took my eye."
96;476490;479710;"If I release him from the cage, 
he'll return to his original size."
97;480520;482030;"Be careful."
98;482740;486790;"He cannot use <i>Nen</i>, but he is still strong."
99;523490;524540;"Kite..."
100;530330;535050;"Most likely, they used him to train soldiers."
101;536530;539860;"He automatically attacks 
anyone who approaches."
102;553140;554160;"Kite..."
103;555080;556400;"It's okay now."
104;559090;560390;"It's okay."
105;589920;591930;"It's been a while..."
106;593010;594900;"since you punched me."
107;600190;604540;"That hurt a lot..."
108;619460;622970;"You're going to let this beating continue?"
109;623610;626390;"Gon can't use <i>Nen</i> to defend himself either, right?"
110;626850;629720;"It's okay, Gon will notice."
111;630310;633420;"Maybe he already has,"
112;633980;635030;"and is still..."
113;635760;637030;"Perhaps."
114;638480;643910;"He's suppressing his reflexes to dodge or block,"
115;643910;646570;"allowing himself to be hit."
116;647460;649160;"For real?"
117;649160;652170;"Kite's attacks may be robotic 
and easy to anticipate."
118;652500;656980;"But Gon shouldn't be able to adapt 
so quickly in his current state!"
119;659350;662890;"I'm sure he doesn't know what else to do."
120;665050;669020;"This is the reality we've created 
that we must now face."
121;672460;673850;"He'll go right next."
122;676000;677360;"Right again."
123;678490;680080;"And then left."
124;681460;683030;"Then a feint..."
125;685810;687540;"He really does fight like a robot."
126;689540;692080;"Kite isn't this weak..."
127;693410;695360;"Kite's punches"
128;695940;697550;"hurt much more!"
129;712260;714510;"I'm sorry, Kite."
130;715640;718590;"It's our fault you're like this..."
131;721050;723890;"Get some rest."
132;725180;727330;"We'll take it from here."
133;742110;743510;"Level two..."
134;744110;746250;"Gon can't see that thing,"
135;746250;748850;"but it activates when anyone touches Kite."
136;749720;754320;"You must be highly skilled at 
combat to clear this test."
137;755260;758860;"I've already blocked Kite's <i>Nen</i>,"
138;759480;762860;"so that belongs to whoever's controlling him."
139;763390;764710;"Be careful."
140;765140;768140;"If you touch him again, he'll attack."
141;768860;770130;"What do I do?"
142;771320;772870;"How did you stop him?"
143;773500;776880;"We injured him badly."
144;777990;781160;"We had no choice, but I'm still sorry."
145;781610;784880;"If you stay away, he won't attack."
146;796020;797110;"Kite..."
147;798090;799940;"Just wait a little longer."
148;806630;808360;"I'll get you back to normal soon."
149;820150;821080;"Killua..."
150;823380;827380;"I want that one myself!"
151;836060;837140;"Killua..."
152;838030;840760;"I knew something was different when I saw you."
153;840760;845690;"What did you guys do in the 
short time since I saw you last?"
154;847280;849200;"We didn't do anything."
155;850060;853460;"Our enemies did."
156;856960;859710;"A Few Weeks Later"
157;860180;866180;"Twenty-nine days have passed 
since Gon lost his <i>Nen</i>."
158;866890;870770;"Are you sure we should let them come along?"
159;871170;874390;"We'll be breaking our promise to the old man."
160;874390;876180;"I see no problem with that."
161;876180;880470;"The test was to determine 
who would enter NGL..."
162;881010;885430;"And we are headed to the 
Republic of East Gorteau."
163;886180;888990;"Sounds like a technicality to me."
164;889520;892410;"Then you think we shouldn't bring them with us?"
