Number;Start time in milliseconds;End time in milliseconds;"Text"
1;1020;5230;"{\fad(982,1)}Tsezgerra 
Rodriot 
Barry 
Kess"
2;3670;5230;"Today is the tenth day."
3;5570;9730;"If they don't return, their data will be erased."
4;10230;13680;"Well, I guess we have to wait 
for Goreinu to contact us."
5;15740;17120;"Yes! I got it!"
6;17490;19740;"Look, I've got this down pat."
7;19740;22370;"Can I concentrate on Emitter training now?"
8;22370;23450;"No!"
9;23450;27250;"You might have it down, but you're 
still off by a tenth of a second."
10;27250;29940;"Your goal is to be within a hundredth of a second."
11;29940;31030;"Now start!"
12;31030;32380;"Man..."
13;35190;39140;"Another player has used Contact to reach you."
14;121010;126060;"Insanity x And x Sanity"
15;126810;127920;"It's Goreinu."
16;127920;129250;"Sorry to keep you waiting."
17;129250;130290;"What's going on?"
18;131140;133060;"Do you realize it'll soon have been 240 hours"
19;133060;135450;"since Tsezgerra's team exited the game?"
20;135450;136070;"Yeah."
21;136760;139700;"I can tell you now they won't be returning."
22;139700;140810;"Why not?"
23;141250;144080;"Genthru's team is camping the starting point."
24;144920;149790;"We decided beforehand that they 
wouldn't return to the game"
25;149790;152330;"until I sent an all clear signal."
26;152330;153750;"I understand."
27;153750;156390;"But their card data will disappear."
28;156390;159200;"I'm holding on to all the valuable cards."
29;159200;161840;"Doesn't that betray that they have other allies?"
30;161840;164900;"They'll notice if none of the four 
have any important cards!"
31;168910;173450;"They left the game at 3:05, ten days ago, right?"
32;173450;177440;"Yeah, in five more minutes, 
their card data will be wiped."
33;177440;179240;"Essentially, they'll be out of it."
34;179590;181990;"To be safe, we'll wait until 3:10."
35;182870;186450;"But do you really think they've given up?"
36;186450;187790;"Absolutely."
37;188090;190620;"Given that they took Battera and ran."
38;190940;194870;"It was a desperate attempt to 
keep us from the reward."
39;195370;199580;"But they spent years collecting 
those ninety-six cards."
40;199580;203730;"Also, I'm wondering why Battera 
would send his guards packing."
41;204260;206760;"No idea... Guess something happened."
42;207040;210030;"No point in speculating about it now."
43;210320;212770;"Oh, it's 3:10."
44;213570;214540;"Time's up."
45;215060;216250;"Yay!"
46;216250;218410;"Bye-bye, Tsezgerra!"
47;219210;220030;"Fake?"
48;220330;221390;"Yeah,"
49;221390;227410;"we switched about thirty of their 
ninety-six cards with fakes."
50;228440;231470;"I'm the one actually holding 
the ninety-six cards."
51;231840;235170;"For such a cautious man, this is the 
biggest gamble of Tsezgerra's life."
52;235870;238300;"So I want to make sure it pays off."
53;238650;243100;"I'm sorry, but I won't be able to 
help you face Genthru's crew."
54;243100;244290;"Understood."
55;244290;246660;"When do you want us to give you the card?"
56;247370;250270;"I'll wait until you've defeated Genthru."
57;250270;251190;"Good luck."
58;253560;256310;"Accompany 

Warp all players within 
20 meters of caster to city 
(must have been visited) 
or player of your choice 
(must have been met 
inside the game). 

[SR][NORM]"
59;254050;256310;"Now it's time to go after those kids."
60;256650;261320;"It wasn't in the plan, but we can 
get Patch of Shore from them."
61;261640;264160;"First, we need more copies of Accompany."
62;264160;265320;"Okay."
63;266340;267870;"They're on the move."
64;268320;270100;"Where are you right now?"
65;270100;271650;"Near Soufrabi."
66;272090;274170;"They're heading toward Masadora."
67;274470;277330;"Once they're prepared, they'll come for you."
68;277670;278770;"Are you ready?"
69;279070;280270;"Absolutely."
70;280270;281810;"We have you guys to thank."
71;283110;284650;"We need more time."
72;284650;288180;"But we have no choice. It'll depend on Gon."
73;288720;289460;"Gon!"
74;289800;293680;"Did you let our conversation 
distract you and lose track?"
75;299850;302230;"Please explain what this is about."
76;302880;304990;"I realize that I was being intrusive,"
77;304990;307510;"but I took a look."
78;309520;310910;"Your daughter?"
79;310910;313250;"Or perhaps your granddaughter?"
80;316510;318000;"My lover."
81;319910;322140;"She'd been hospitalized for a long time."
82;323030;325170;"She was in a coma."
83;326290;327590;"A few days ago,"
84;328490;331130;"she passed away in her sleep."
85;332620;337430;"I suppose she didn't want people 
thinking she wanted my money,"
86;337870;341000;"because she returned every gift I gave her."
87;343070;344880;"But she loved"
88;345400;349480;"this shoddy picture frame that I made myself."
89;353450;356060;"All we ever needed was one other."
90;357110;360540;"We swore that we would never be apart..."
91;363710;365020;"Until the accident"
92;365870;370190;"that put her into a sleep from 
which she'd never wake..."
93;373070;374560;"Indeed..."
94;377560;381310;"She appeared to only be sleeping..."
95;384370;388820;"That was when I heard about <i>Greed Island</i>."
96;389930;399710;"Breath of Archangel 

An angel that cures any 
mortal injury or terminal 
illness with one breath. 
But angel only appears once."
97;390410;394500;"If I beat that game, I could obtain the one thing"
98;394500;398200;"that I need most, like a dream come true."
99;400090;405050;"I was prepared to spend my 
fortune on copies of that game."
100;408750;411280;"But it doesn't matter any longer..."
101;412830;414390;"It doesn't matter..."
102;420450;423370;"The kids have four copies of 
Accompany among them."
103;423800;425540;"We have six."
104;425540;426670;"Shall we go, then?"
105;426670;427520;"Yeah."
106;427520;429110;"Whenever you're ready."
107;429110;432220;"I'll take the kid with spiky black hair."
108;433000;435870;"Assuming we need to resort to force."
109;436330;437830;"Sub, take the slant-eyed kid."
110;437830;439340;"Bara, you take the girl."
111;440440;441850;"Accompany on!"
112;441850;442510;"Gon!"
113;446590;447760;"What do you want?"
114;447760;449850;"Don't be so hostile."
115;449850;451380;"We're here to propose a deal."
116;451700;452750;"A deal?"
117;452750;454140;"We aren't interested!"
118;455480;457830;"Right, don't let them notice"
119;458460;461520;"that we've been waiting for them, 
completely prepared."
120;462220;464070;"It's not a bad deal."
121;464070;467400;"We have a good idea that Tsezgerra approved."
122;467700;468530;"What is it?"
123;468530;469830;"Interested now?"
124;469830;472400;"Stop! Talk from where you are!"
125;473210;474880;"Yes, that's good."
126;475220;479160;"We must act like we're at a 
significant disadvantage."
127;479740;483030;"We have to convince them"
128;483030;486170;"that we're being forced into this position."
