Number;Start time in milliseconds;End time in milliseconds;"Text"
1;4220;7480;"I'm the pro Hunter Biscuit Krueger."
2;7480;9460;"I'm not big on formalities,"
3;9460;11490;"so call me Bisky."
4;11970;16470;"In return, you must obey every 
word of what I teach you."
5;16470;18740;"No way. And no, thanks."
6;19310;24480;"We're not desperate enough to beg 
a total stranger to train us!"
7;24480;26480;"Say something, Gon."
8;26480;28750;"We have Wing-san."
9;28750;30000;"Right, right."
10;30490;32850;"We already have a master,"
11;32850;35010;"and we don't need anyone else to teach us."
12;35310;36590;"Wing?"
13;36590;39270;"You mean that little boy with 
messy hair and glasses?"
14;40090;42320;"The one who never tucks in his shirt?"
15;42320;43640;"Do you know him?"
16;44040;45330;"Do I know him?"
17;45330;48150;"Wing's one of my students."
18;48150;49180;"Seriously?"
19;49180;51150;"That's awesome!"
20;51430;53980;"So he's become a master now..."
21;53980;56440;"Time really flies, huh?"
22;56440;59450;"Does that mean you're pro Hunters?"
23;59450;61160;"Oh, just me."
24;61790;64030;"You've passed the secret exam?"
25;64030;65040;"Yep."
26;65440;67560;"That really takes me back..."
27;68210;71050;"I'd love to serve as an examiner again."
28;72170;76180;"Well, I'm essentially your master's master,"
29;76740;79340;"so you shouldn't have any 
problems with my teaching you."
30;160010;165060;"A x Hard x Master"
31;165560;166770;"Wow!"
32;166770;169480;"You've been an examiner!"
33;169480;171690;"Assuming that she's telling the truth."
34;172680;175330;"You're a stubborn little boy."
35;175330;177440;"I like to see that in kids."
36;177810;181270;"You said that you weren't desperate, right?"
37;181870;182800;"Book."
38;183560;184580;"That card..."
39;184580;191580;"Marimo-chi 

A super-fast ball-like 
creature about as hard 
as rubber. Deals little 
damage, but can be 
annoying if it smacks 
you in the face."
40;184740;186050;"Look carefully."
41;186050;187800;"Its difficulty to obtain is ranked D."
42;187800;191580;"It's a normal card that doesn't 
go in a restricted slot."
43;193180;194330;"The problem is that"
44;194330;196900;"there are many people who 
could have effortlessly"
45;196900;201090;"obtained this card, while you two could not."
46;201530;206850;"If you run into someone who's 
stronger and has evil intentions..."
47;209450;211850;"Sit down... 
Pretend that we're chatting."
48;213030;215110;"There's an enemy behind me."
49;218550;220420;"Three kids?"
50;225660;227700;"I'll cut them apart."
51;230470;232460;"Don't probe for him."
52;232770;234330;"He'll notice."
53;234330;235830;"How did you sense him?"
54;236090;238340;"He let a tiny bit of bloodlust escape."
55;238340;242590;"The enemy saw a bunch of kids, 
and he relaxed for a second."
56;243020;245090;"Doesn't that mean he's weak?"
57;245440;248660;"He immediately concealed his presence again."
58;249340;251980;"It was only the slightest bloodlust, 
and he quickly concealed it,"
59;252460;254600;"so he's pretty good."
