Number;Start time in milliseconds;End time in milliseconds;"Text"
1;28490;30000;"What? Intruders?"
2;30590;32010;"Dispose of them."
3;32250;34920;"I'm busy right now."
4;34920;37910;"Don't bother me with reports 
I don't need to hear!"
5;39990;41570;"Carry on now."
6;121970;126980;"Date x With x Palm"
7;140430;143910;"I don't know which nation sent you."
8;144360;146610;"But having entered this palace,"
9;147240;149460;"you must now die painful deaths."
10;150970;152010;"Your Majesty..."
11;154130;157790;"I needn't even strain my eyes to sense it."
12;159740;161110;"This is a rare human."
13;164490;166930;"An appetizing treat."
14;181200;182460;"This is it..."
15;182460;183840;"This is the flavor I sought!"
16;187270;188160;"I feel it."
17;188880;190600;"I feel it! I feel it!"
18;192040;192960;"This is it!"
19;197490;199720;"I can feel power surging through my body!"
20;200420;202040;"Nyow <i>I understand...</i>"
21;202810;204950;"This is the King's power."
22;205910;209730;"He can take aura from rare humans he consumes."
23;210560;211610;"In other words,"
24;212580;214820;"the more he eats, the stronger he will grow."
25;228550;230680;"Hmm? Who are you people?"
26;230680;231740;"Guards!"
27;232360;234630;"What are you incompetents doing?"
28;235270;236480;"Worthless."
29;237020;239000;"I can't sense anything."
30;239250;241010;"Insolent thugs!"
31;241010;243130;"Do you know who I am?"
32;243130;244930;"A supreme leader of this era,"
33;244930;246890;"a king among kings..."
34;246890;249400;"I am Masador Diego!"
35;250640;253930;"Why does that scum claim to be the king?"
36;254820;258400;"In the human world, it is a common phenomenon."
37;259180;261280;"Humans without intelligence or talent"
38;261730;266010;"end up in positions of power due 
to bloodline or connections."
39;266850;269180;"That defies all logic..."
40;269630;273130;"In the hands of an incompetent, 
power brings nothing but ruin."
41;273130;276420;"This could only be the work of imbeciles."
42;277210;280410;"We must provide proper guidance."
43;280720;281420;"Absolutely."
44;281770;284720;"However, they serve as quality meat,"
45;284720;288430;"and they are a self-renewing resource."
46;288430;289930;"They are an easy food source."
47;290400;295970;"The non-rare humans can be 
used to feed our soldiers."
48;297790;300690;"I shall use my godly power 
to deal divine punishment!"
49;300690;302150;"Leave at once—"
50;307670;310520;"Allow me to dispose of this."
51;310900;313400;"I can use it to control other humans."
