Number;Start time in milliseconds;End time in milliseconds;"Text"
1;5670;7000;"Now, for verification..."
2;7000;9360;"Are you Pakunoda, from the Troupe?"
3;9720;10610;"Of course."
4;11520;12710;"She's telling the truth."
5;14580;19210;"I will present each of you with two conditions."
6;19210;22150;"If you abide by them, 
I will release your leader."
7;27370;28970;"Pay attention, Pakunoda."
8;30070;35010;"He's more concerned about his friends 
than killing me for his vengeance."
9;36630;38730;"That is the chain user's weakness!"
10;119010;124060;"Signal x To x Retreat"
11;125670;128260;"I'll begin with the leader."
12;128260;132460;"First, you are forbidden to use <i>Nen</i>."
13;133150;134070;"Second..."
14;141310;143060;"Am I certain about this?"
15;144210;148030;"If I eliminate the boss, 
the spider will fall apart."
16;148030;149460;"That was the whole idea."
17;149460;150420;"But..."
18;151040;153670;"I have no value as a hostage."
19;154330;156770;"Everything he says is true."
20;157870;160750;"But the spider can move, 
even without a head."
21;161980;164260;"The leader isn't absolute..."
22;164880;168270;"If necessary, the group is 
willing to abandon its leader."
23;168860;171190;"That is the nature of the Phantom Troupe."
24;171840;176190;"I can disable their leader, 
but that won't cripple the Troupe!"
25;177780;180160;"However, is there any alternative?"
26;180650;183290;"Is there some kind of miracle"
27;183290;185200;"that can get me out of this bind?!"
28;187910;188800;"There isn't."
29;189480;190690;"I can think of nothing..."
30;191300;193380;"Yes, this is right."
31;194980;197270;"Right now, this is what I should do."
32;199700;201670;"I must get them back."
33;201670;203310;"That is my top priority!"
34;206330;209670;"I don't want to lose"
35;209670;211200;"any more friends!"
36;212210;216590;"Second, you may not contact 
any member of the Troupe."
37;217020;219070;"Those are the two conditions."
38;219070;221740;"And to make certain that you adhere to them,"
39;221740;226040;"I will use my Judgment Chain, 
the Arbiter Little Finger, on your leader."
40;226970;231290;"You decide if this is acceptable, Pakunoda."
41;237880;239160;"Okay."
42;252650;254520;"You're next, Pakunoda."
43;256540;257790;"First,"
44;257790;263300;"release Gon and Killua unharmed, 
before midnight, without any tricks."
45;263300;268030;"Second, you may not speak 
a single word about me."
46;268630;271330;"If you have no objections, 
I will use my chain on you."
47;271870;272980;"Okay."
48;279210;283300;"If Gon and Killua were being 
controlled by a Manipulator,"
49;283800;286030;"could you tell from their heartbeats?"
50;286030;287300;"It's certainly possible."
51;287300;291360;"I've met Killua-kun, and I know how 
his normal heartbeat sounds."
52;291360;294410;"So I could tell if anything had changed."
53;294410;295680;"That's good enough."
54;296800;299680;"I have something to say before the exchange."
55;302580;303820;"Kurapika..."
56;304820;308250;"In the back of your mind, 
you sense that something is amiss."
57;309330;313080;"Why did she come alone?"
58;314070;317440;"If the Troupe were as merciless as expected,"
59;317440;320590;"this deal would be impossible."
60;321170;323960;"You people are the ones on the ropes."
61;324550;326720;"Their rules are ironclad,"
62;326720;329720;"and their boss accepts them."
63;330830;332580;"But what about the others?"
64;332580;335230;"This woman appears to be different."
65;335990;340980;"This woman you despise 
with everything you have"
66;342130;345580;"is driven by the same motive that drives you."
67;347550;349240;"She wishes"
68;349730;352310;"to save her companion, her boss."
69;353580;357010;"You must have realized this."
70;359050;362220;"Start by returning to your companions."
71;362220;364240;"Inform them of the hostage exchange."
