Number;Start time in milliseconds;End time in milliseconds;"Text"
1;1770;3510;"If you lose,"
2;4920;6480;"I shall take your left arm."
3;6910;11230;"Well... Instead of my left arm..."
4;11990;15990;"Is it all right if I bet the thing I usually bet?"
5;16470;17400;"What?"
6;18470;19490;"What do you bet?"
7;21160;22500;"My life."
8;23940;25130;"Your life, was it?"
9;25840;29000;"It appears I was the one lacking in resolve!"
10;32770;33980;"Accept this apology."
11;35030;38240;"So this is it?"
12;39260;41510;"Our golden opportunity?"
13;41510;42360;"Yes..."
14;43270;45600;"Our chance to infiltrate the palace."
15;126980;131980;"Knov x And x Morel"
16;134650;136300;"Neferpitou has stopped"
17;136300;139090;"using <i>En</i>, in order to heal the King's injury."
18;139470;143840;"Knov takes this opportunity 
to infiltrate the palace."
19;147290;149750;"Finally, I've gotten this close."
20;155290;159010;"Still more than one hundred meters 
to the central stairway."
21;176080;178780;"These strange trees bear very large fruit."
22;179620;182160;"Around five hundred per tree..."
23;183400;184910;"And there are ten trees."
24;185750;187290;"A total of five thousand."
25;187900;190760;"Five hundred thousand people were to undergo"
26;190760;194290;"the selection process each day, 
with a one-percent survival rate."
27;195500;200550;"But thanks to Killua's distractions, 
that schedule was only fulfilled on one day,"
28;201200;202700;"so the numbers add up..."
29;203770;206560;"These are cocoons holding the 
humans who were selected."
30;207410;212160;"<i>Which means they will become </i>Nen<i>-wielding 
human weapons at the King's disposal,</i>"
31;212160;214060;"turning against the rest of humanity."
32;214540;218090;"Neferpitou is probably a Manipulator..."
33;218660;222080;"and intends to manipulate these 
soldiers per the King's will,"
34;222080;225460;"expanding his conquest throughout the world."
35;229120;230830;"I will not let that happen!"
36;231400;235830;"First, the far exit... is set."
37;237600;238840;"Next..."
38;238840;240340;"I must get closer."
39;241400;244840;"The palace entrance looks dark..."
40;248010;249220;"So far, so good..."
41;254980;257840;"Middle exit... set."
42;260460;262300;"Now for the near exit."
43;268140;270370;"There aren't any guards..."
44;271500;274870;"I'd imagine only a select few are inside."
45;275770;276770;"This will work."
46;277230;279540;"If I've come this far, 
I can reach the inner palace."
47;280940;283780;"The throne room is on the third 
floor, at the rear and center."
48;283650;288200;"{\fad(1001,1)}King"
49;284880;288560;"We must delay any reinforcements, 
even if by only a second."
50;288200;292160;"{\fad(1,458)}Central Stairway"
51;289480;291700;"The first floor is too far for that."
52;292660;294270;"The central stairway, second floor."
53;294270;295640;"That's the best location!"
54;302690;306160;"The central stairway is beyond this courtyard..."
55;340580;344220;"To be safe, I'll leave an exit here..."
56;345170;348340;"No, that would be no different 
from the one outside..."
57;349270;350380;"It should at least"
58;351020;353210;"be next to the first floor's central stairway."
59;353930;356570;"Then, if I can, I'll go up from 
there to the second floor..."
60;369180;371100;"Window Opener 
Scream"
61;369940;371100;"Scream..."
62;374350;375270;"Close!"
63;403110;404840;"Are any others around?"
64;406500;408800;"If I'm seen, it's over."
65;413620;414720;"I'll have to retreat..."
66;426550;427590;"Nothing's coming?"
67;430040;431970;"Then it was alone?"
68;485790;486630;"This is it."
69;488670;491510;"I can't move beyond this point..."
70;491940;494090;"If I do, I'll be killed."
71;495470;497150;"What is that aura?"
72;497930;501270;"It appears to be full of all 
kinds of misfortune..."
73;502260;504760;"At this point, I don't fear death."
74;505750;507290;"What I fear is that,"
75;508260;510280;"before killing me,"
76;510600;512480;"the monsters up there"
77;512480;516630;"will squeeze every drop of information 
from me that I have on the King..."
78;517340;521040;"Using any brutal means necessary."
79;521770;524520;"If I'm caught, I won't be able to resist..."
80;525270;527040;"The aura's strength"
81;527570;529130;"just confirms it..."
82;530430;532210;"This is as far as I go..."
83;565330;569340;"Oh, aren't you that lion guy from TV?"
84;569670;572840;"My name is Leol, and don't forget it."
85;573430;577090;"I heard that I should expect 
a crayfish and wolf."
86;577520;581350;"They're dealing with the grunts you created."
87;581910;584100;"So I can fight you one-on-one."
88;584480;587100;"I appreciate that."
89;588040;591470;"This guy's just as strong as Cheetu."
90;591750;593960;"No, he's a little stronger."
91;594410;595610;"Let's get started."
92;596330;600370;"Right now, allowing Knov to get 
into the palace is the priority."
93;601390;606370;"Until that happens, I need to 
divert the enemy's attention."
94;608050;609380;"That won't help."
95;672110;673340;"This is Marcos."
96;673890;675000;"Do you have the meat?"
97;675000;677650;"Yes, as requested."
98;682070;685000;"Refrigerated trucks are entering 
the underground warehouse..."
99;685900;688160;"They're shipping in food."
100;693700;695880;"If the information Marcos 
provided was accurate,"
101;695880;698450;"living women are also inside."
102;699050;703650;"Not for the King, but for the 
lecherous Secretary Bizeff."
103;704380;706300;"If everything is going as planned,"
104;706880;708370;"Palm should be inside."
105;721790;723890;"Leave the fourth truck as it is."
106;724190;725200;"Yes, sir."
107;726530;728950;"Then we'll be leaving."
108;785710;788510;"Area D, of the underground warehouse."
109;790150;793710;"My very own paradise, where no one can interfere."
110;818490;820440;"Now, please step out."
111;820440;822050;"There's nothing to worry about."
112;838820;841810;"From now on, you will work here."
113;842550;844220;"I've prepared rooms for each of you."
114;844580;847270;"You will be provided with all necessities."
115;848170;850110;"In your spare time, you may do as you want."
116;850610;854330;"As long as you don't attempt to escape."
117;858210;860690;"Your only job"
118;861480;864340;"is to follow my orders."
119;865270;868110;"When summoned, you must drop everything,"
120;868110;870970;"and come to see me at once."
121;871320;873410;"Yes, Mr. Secretary."
122;873740;874730;"Excellent."
123;892410;893400;"You..."
124;894460;895870;"Come with me."
125;896150;896900;"Yes."
126;904090;907050;"The rest of you can wait in your rooms."
127;907470;908550;"Yes..."
128;910060;912750;"The Secretary was..."
129;912750;914640;"...interested in us!"
130;923860;926150;"I must find a way out of here,"
131;927270;929760;"so I can see the King and his Royal Guard."
132;930850;935280;"Using her crystal ball, Palm can observe"
133;935620;938860;"the current whereabouts of 
anyone she has seen previously."
134;939580;944250;"This power will allow her to keep tabs 
on the King and Royal Guard."
135;944250;947090;"The Hunters will then be able to determine"
136;947540;950210;"the optimal route for the operation."
137;951880;953390;"Only one exit."
138;953800;955850;"I'll have to manipulate Bizeff."
139;956610;959850;"My mission is crucial for 
increasing our chances"
140;959850;961810;"of defeating the King!"
141;962530;966680;"What matters most isn't that I succeed..."
142;967470;972320;"But that, should I fail and be captured, 
I kill myself immediately."
143;993810;996570;"I should be safe here..."
144;1008340;1009480;"Palm..."
145;1010080;1012030;"Don't do anything foolish!"
146;1013060;1016290;"I managed to place the exits,"
147;1016290;1019950;"so even if your mission doesn't succeed, 
we can still execute the operation."
148;1021510;1023380;"If you get caught, it's over..."
149;1023880;1024540;"That..."
150;1025800;1026650;"That..."
151;1027270;1028890;"That vicious aura..."
152;1030220;1031160;"One look"
153;1032820;1033980;"was all it took"
154;1034520;1036550;"to break my will..."
155;1041550;1043900;"Gon... Killua..."
156;1045050;1049150;"You must have seen that aura..."
157;1050200;1055610;"You were probably even closer, 
actually touching it..."
158;1058740;1059780;"Yet..."
159;1062690;1065360;"How are you still able"
160;1066170;1067580;"to face them?"
161;1069350;1071660;"How can you bring yourself to fight?"
162;1072600;1074530;"Is it to save your friends?"
163;1075540;1077590;"To protect humanity?"
164;1079230;1080440;"Why..."
165;1081260;1083030;"Why are you still fighting?"
166;1085420;1086630;"Palm!"
167;1089020;1090230;"Please..."
168;1091010;1092130;"Don't do anything foolish."
169;1092740;1094230;"I beg you..."
170;1095420;1097850;"If you're caught, it's all over..."
171;1100010;1101120;"Palm!"
172;1102450;1103950;"I won't be able..."
173;1105080;1107250;"to go back there..."
174;1117840;1120910;"I brought you something cold to drink."
175;1132630;1133840;"You're dismissed."
176;1134180;1136370;"Wait in your room."
177;1136370;1137150;"Yes."
178;1152760;1155590;"Your lack of familiarity with the 
area has sealed your defeat."
179;1155590;1159540;"Though it's almost too perfect that, 
after all that running,"
180;1159540;1161980;"you ended up in an underground church."
181;1163550;1167770;"In case of emergency, this place 
is used as an air shelter."
182;1168330;1171440;"An ideal place to die in a vain struggle."
183;1172400;1176220;"Well, you'll have to say your own prayers."
184;1176220;1178490;"I'm an atheist."
185;1180160;1182320;"You're a cocky guy."
186;1183100;1186540;"Let's see who's trapped whom."
187;1201350;1203500;"Cheetu told me everything."
188;1203500;1206720;"I hear you can mold that 
smoke into various objects."
189;1206720;1209790;"Knowing that, he still chased me in here?"
190;1211240;1212730;"Even better."
191;1213280;1216200;"If he believes things are going his way,"
192;1216600;1220240;"he won't hesitate to display his abilities."
193;1220980;1221900;"However,"
194;1221900;1224470;"I've yet to meet anyone whose power"
195;1224470;1228740;"allows them to react more 
flexibly than Deep Purple."
196;1231280;1234510;"I can feel the tension in the air... I love it."
197;1234920;1238250;"Both of us waiting to reveal our abilities..."
198;1238790;1240590;"I really dig it."
199;1241610;1245140;"It's common sense to defeat an opponent 
before they can use their power."
200;1245530;1248210;"But that isn't how men"
201;1248770;1250930;"should fight."
202;1258410;1261240;"Hey, what are you up to?"
203;1261240;1263900;"Voluntarily removing one of your senses?"
204;1264570;1267410;"Have you heard of the band Black Planet?"
205;1267870;1271410;"Their second album is super cool."
206;1271920;1274920;"It's a twelve-song medley."
207;1275370;1279420;"Listening to the whole thing's 
like reading a good book."
208;1279420;1282310;"When you finish it, you feel great."
209;1283350;1284680;"I know."
210;1285220;1290010;"And best part of all, the medley's 
exactly sixty minutes long."
211;1293660;1295190;"It's a masterpiece!"
212;1297260;1299820;"I hate to admit it, but I agree."
213;1305390;1307940;"Rental, start!"
214;1308810;1310170;"This could be bad..."
215;1313950;1315710;"I have a hard time fighting"
216;1316270;1318460;"others who share my tastes."
217;1404710;1406910;"Next time: Return x And x Retire."
218;1406910;1408040;"Killua!"
219;1408040;1409010;"Return on."
220;1408370;1409680;"Killua!"
221;1409010;1409980;"To the next episode preview!"
222;1409980;1412390;"It has to be you, Killua!"
223;1412390;1414220;"Hey, stop crying."
