Number;Start time in milliseconds;End time in milliseconds;"Text"
1;4120;7960;"Fearsome monsters... Exotic creatures..."
2;9120;12570;"Vast riches... Hidden treasures..."
3;14670;18280;"Evil enclaves... Unexplored lands..."
4;20140;23230;"The word "unknown" holds magic."
5;23230;27080;"And some incredible people are 
drawn to that magic."
6;27790;29590;"They are known..."
7;33310;35010;"...as Hunters!"
8;117200;121550;"We will now take you to the exam site."
9;121550;125060;"Isn't it great that we all passed?"
10;125060;127020;"It's too early to celebrate."
11;127020;129730;"We've merely earned the right 
to take the real exam."
12;129730;131120;"What's wrong with celebrating a little?"
13;131120;133320;"We're making progress."
14;133320;138320;"Rivals x For x Survival"
15;140840;145720;"{\fad(426,409)\an8}Zaban City"
16;142890;146670;"Gon and his new friends have arrived in Zaban City,"
17;146670;148330;"site of the Hunter Exam,"
18;148330;151330;"aided by the Kiriko Navigators."
19;151810;156090;"As Navigators, our job is to identify 
worthy Hunter applicants"
20;156090;159090;"and guide them to the exam site."
21;159550;164110;"In other words, it would be extremely 
difficult for someone to reach the site"
22;164110;165970;"without a Navigator's help."
23;166370;168100;"Hey, wanna try one?"
24;168490;171350;"It's Zaban's famous panda-frog-on-a-stick!"
25;171350;173230;"A true delicacy!"
26;173670;176980;"This brooch was excavated from 
Zaban's underground palace."
27;177350;178760;"I bet that it's a national treasure."
28;179490;183620;"You know, Zaban City is quite a shady place."
29;183620;189250;"Prosperous cities tend to attract 
all sorts of nasty types."
30;196680;198490;"What are you doing, Gon?"
31;198490;199260;"We're going!"
32;199760;200580;"Yeah!"
33;209760;210980;"I believe"
34;211640;213480;"that is the building."
35;213480;214860;"Huh?"
36;219170;220720;"It's so tall!"
37;220720;222860;"They have a really nice building."
38;223420;225990;"So this is the exam site..."
39;227990;231000;"This is what draws..."
40;231420;234750;"Hunter applicants from across the world."
41;236750;239210;"My first shot at the Hunter Exam..."
42;239210;242040;"Was this how Dad felt, when he first arrived?"
43;242880;243760;"Hey, guys!"
44;243760;244800;"Hmm?"
45;244800;245990;"Over here."
46;245990;246640;"What?"
47;247470;248640;"Here."
48;252640;255080;"Wait, this isn't funny."
49;255080;257810;"Isn't that an ordinary restaurant?"
50;257810;261280;"You can't possibly mean that Hunter 
applicants from around the world"
51;261280;264060;"are meant to assemble here?"
52;264060;265520;"I do."
53;265520;266280;"Huh?"
54;266870;270030;"No one would ever expect the Hunter Exam,"
55;270030;273730;"with its millions of candidates, 
to be located here, right?"
56;273730;275060;"That's true."
57;279230;280730;"Welcome!"
58;280730;282550;"Is the back room open?"
59;282550;284420;"What will you have?"
60;284420;288100;"The steak combo that opens 
your eyes to the light."
61;288100;289300;"For three."
62;289840;291720;"For three..."
63;291720;293170;"How would you like them?"
64;294170;297440;"Grilled over a low flame, until cooked."
65;297440;300210;"Got it. Let yourself into the back room."
66;305550;306810;"Wait here."
67;306810;308050;"Wait?"
68;308050;309520;"Where are the others?"
69;309520;311460;"I can't wait for the steak combo."
70;312200;316710;"Gon, that was just the password 
to get us inside."
71;316710;320010;"Oh, we don't get to eat?"
72;320010;322100;"One in every ten thousand..."
73;322100;322710;"Hmm?"
74;323420;327090;"The number of applicants 
who make it this far."
75;327790;331000;"You've done extremely well for first-timers."
76;331000;332720;"Well, good luck."
77;333720;335130;"Thanks!"
78;341080;345070;"I would be happy to serve as your 
Navigator next year, as well."
79;349350;350740;"What?"
80;352300;355660;"It appears this room is an elevator."
81;360430;362000;"Bastard..."
82;362000;366260;"That meant that he expects us 
to fail this year."
83;366260;368330;"Once every three years."
84;368330;369260;"What's that?"
85;369260;371920;"The frequency with which a 
rookie passes the exam."
86;371920;372990;"Huh?"
87;372990;374770;"It's that unusual?"
88;375320;377680;"Some cannot endure"
89;377680;380220;"the exam's physical and mental strain."
90;380220;382250;"It's also not unusual for veterans"
91;382250;386150;"to break the rookies, 
who consequently never retake the test."
92;386520;390910;"So I guess candidates are willing to risk 
everything to become Hunters."
93;391260;393830;"But of course, my friend!"
94;394460;398360;"Hunters make the most money in this world!"
95;398710;399580;"No!"
96;400090;403670;"Hunters are the most noble in this world."
97;404080;405750;"Glory hog..."
98;405750;407450;"Money grubber!"
99;410960;412940;"Gon! Listen..."
100;412940;415560;"Every year, over fifty Hunters"
101;415560;419940;"make the list of the world's 
hundred richest people!"
102;422890;426980;"Hunters are associated with 
hunting wild game and treasure,"
103;426980;428280;"but they are all second-rate."
104;428730;433530;"True Hunters work to protect 
people and the natural order."
105;434030;435110;"Now, look here..."
106;435110;437980;"Once you're a Hunter, most countries 
will give you a free pass!"
107;437980;439410;"And no charge to use public facilities."
108;439720;441600;"How are those benefits?"
109;444070;446990;"Hunters have many difficult and 
important responsibilities,"
110;446990;450070;"such as preserving cultural artifacts 
and endangered species,"
111;450070;452590;"as well as capturing wanted criminals 
and unscrupulous Hunters."
112;452590;454120;"The fame and money..."
113;454120;456180;"That's why people wish to become Hunters!"
114;456180;458730;"Profound knowledge, a healthy mind and body,"
115;458730;459930;"and unyielding conviction..."
116;459930;461940;"Those are the qualities on which 
Hunters pride themselves!"
117;463850;466330;"Gon! What do you think?"
118;466330;468730;"Which kind of Hunter do you 
hope to become?!"
119;469090;471950;"Well, when you put it that way..."
120;474370;475980;"I think we've arrived."
121;475980;477960;"We'll continue this later."
122;493290;496100;"Strange atmosphere down here."
123;496580;499270;"They clearly differ from the 
Hunter applicants we saw"
124;499270;500720;"at the port and in the city."
125;502190;505850;"Each is a master, in their own right..."
126;506540;507550;"Excuse me..."
127;511000;514110;"Everyone's really tense."
128;514610;518250;"Hello. Please take a number."
129;520090;521120;"Here you go."
130;522860;523870;"Here."
131;524380;527660;"Be sure you wear this on 
your chest at all times."
132;527660;529760;"Be careful not to lose it."
133;531320;533630;"Haven't seen you guys around before."
134;537710;538640;"Yo."
135;539770;541680;"You can tell we're new?"
136;541680;542890;"More or less."
137;545660;549730;"After all, this will be my thirty-fifth attempt."
138;550190;552110;"Thirty-five times?!"
139;552110;555360;"Well, you could say I'm an exam veteran."
140;555970;557920;"That isn't something to brag about."
141;557920;559870;"Indeed."
142;560180;563380;"If you have any questions, 
feel free to ask me."
143;563380;564530;"Thank you."
144;564530;566290;"My name is Tonpa."
145;566290;567370;"I'm Gon."
146;568030;570400;"These are Kurapika and Leorio."
147;572030;574050;"Hey, are there others who"
148;574050;577380;"have taken the exam a bunch 
of times like you?"
149;577830;580580;"Well, I have the most experience here,"
150;580580;582250;"but there are a few others."
151;582250;583970;"For instance, there's him..."
152;584570;586280;"Number 255,"
153;586280;587980;"Todo, the wrestler."
154;588580;590570;"He's unmatched in strength."
155;590570;592230;"And he's smarter than he looks."
156;592810;594680;"On the other side, we have number 103,"
157;594680;596320;"Bourbon, the snake charmer."
158;596320;598530;"He tends to hold grudges,"
159;598530;600680;"so you don't want to end up on his bad side."
160;600680;602000;"And then..."
161;602440;605460;"Number 191, Bodoro, 
the kung fu master."
162;605460;609000;"He's getting old, but there still isn't 
a better martial artist around."
163;609910;613510;"Then you have the three brothers, 
Amori, Imori, and Umori."
164;613510;615090;"They perform consistently well,"
165;615090;617010;"thanks to their excellent teamwork."
166;618040;622080;"And number 384, Gerreta, 
the huntsman."
167;622080;623510;"He specializes in killing"
168;623510;626020;"all manner of creatures, 
by blow dart and club."
169;626760;628130;"There are many more,"
170;628130;629980;"but they have taken the test 
the most times."
171;629980;631020;"Ah..."
172;655190;657650;"Oh, how peculiar..."
173;657650;660930;"His arms seem to have become flower petals."
174;661650;664430;"No smoke and mirrors here."
175;667380;669300;"Do take care."
176;669300;672440;"When you bump into someone, 
you really should apologize."
177;675450;678260;"That psychopath is back again."
178;678260;679450;"Again?"
179;680150;682450;"Does that mean he took last year's exam?"
180;682920;685950;"Number 44. Hisoka, the magician."
181;686460;689760;"Last year, he was a virtual 
lock to pass the test,"
182;689760;692500;"until he all but killed an examiner he didn't like."
183;693020;697870;"A-And they're still allowing him to 
retake the exam this year?"
184;697870;699490;"Of course."
185;699490;702600;"Every year, the examiners and 
test content change,"
186;702600;705260;"and the examiners are the ones 
who choose the new content."
187;706850;711660;"The devil himself could pass if that were 
the examiners' determination."
188;711660;713760;"That's just how the Hunter Exam works."
189;714650;718100;"Anyway, no one likes him."
190;718100;719530;"You should stay away, too."
191;720780;723530;"He looks dangerous. 
That much is for sure."
192;723980;726030;"Oh, right..."
193;726030;728390;"A little something to mark our acquaintance."
194;728390;729720;"How about it?"
195;729720;732290;"Oh, appreciated."
196;733960;736790;"As it happened, I was thirsty..."
197;736790;738200;"Thanks!"
198;738200;739250;"Thank you."
199;740130;740990;"There he goes."
200;741720;743540;"He always plays the nice guy,"
201;743540;745990;"despite being nastier than 
anyone else here."
202;745990;747960;"Tonpa, the rookie crusher..."
203;747960;752270;"Best of luck to all of us!"
204;758040;763030;"<i>The juice I gave you contains an 
extremely strong laxative.</i>"
205;763770;765640;"<i>One sip, and for three days,</i>"
206;765640;768290;"<i>your guts will be a non-stop roller coaster.</i>"
207;768790;773630;"<i>You'll need diapers to take the exam.</i>"
208;777060;787140;"Hunter Vocabulary"
209;782950;787140;"Leorio"
210;797130;800170;"Tonpa-san, this juice must have expired."
211;800170;801250;"It tastes funny."
212;802610;803830;"Seriously?"
213;803830;805200;"That was close!"
214;805620;808820;"H-Huh? That's strange..."
215;809780;810720;"<i>Impossible!</i>"
216;810720;813830;"<i>That laxative should have 
practically no taste nor scent.</i>"
217;816660;818610;"I'm very sorry!"
218;818610;820960;"I didn't realize the juice had gone bad."
219;821360;823840;"It's okay. You don't have to apologize."
220;823840;826050;"Is your stomach okay?"
221;826050;828470;"Y-Yes... I'm fine."
222;828830;833270;"I've sampled all kinds of mountain 
grasses and plants."
223;833610;836230;"So I can usually taste when something's bad."
224;836230;838650;"R-Really?"
225;838650;840480;"That's amazing..."
226;841220;844740;"<i>Damn... I had to run into 
this wild mountain kid.</i>"
227;845890;847490;"Sorry about that again."
228;847490;849190;"I'll see you around."
229;849940;851740;"Talkative old man..."
230;852980;857000;"<i>Still, there's something wrong 
with this year's rookies.</i>"
231;857890;860790;"<i>That number 294, Hanzo, too.</i>"
232;861770;866030;"<i>He seemed gullible when I approached him.</i>"
233;866900;868600;"<i>Don't tell anyone else,</i>"
234;868600;870730;"<i>but I'm actually a ninja.</i>"
235;870730;871550;"<i>Huh?</i>"
236;871550;872800;"<i>Oh, really?</i>"
237;872800;875790;"<i>I seek the legendary scroll... Shh...</i>"
238;875790;881520;"<i>The Ultimate Ninja Scroll. 
That is why I desire to become a Hunter.</i>"
239;881960;884750;"<i>I've heard that it's hidden somewhere</i>"
240;884750;887530;"<i>inaccessible to ordinary people.</i>"
241;888060;891020;"<i>Anyway, it's boring here...</i>"
242;891020;894070;"<i>Yeah, I guess... So, how about it?</i>"
243;894070;895540;"<i>Let's toast our new friendship.</i>"
244;898190;900500;"<i>As a ninja, I make it a point</i>"
245;900500;904130;"<i>to never drink anything someone else offers.</i>"
246;905250;906450;"<i>Sorry.</i>"
247;907470;909420;"<i>I-I see...</i>"
248;913180;915970;"<i>I could tell by his eyes that he's no fool.</i>"
249;915970;918140;"<i>One false step, and I could've 
been in real danger.</i>"
250;921830;924650;"<i>Speaking of danger, there's number 301...</i>"
251;925040;930150;"<i>That guy just oozes peril. 
I can't even go near him.</i>"
252;930860;933410;"<i>Then there's that guy I can't stand,</i>"
253;934690;937410;"<i>number 187, Nicolas.</i>"
254;939820;942920;"<i>Must've been tough to make it here.</i>"
255;943450;947420;"<i>Not really. Everything went 
as predicted by my data...</i>"
256;947730;949910;"<i>I used historical data,</i>"
