Number;Start time in milliseconds;End time in milliseconds;"Text"
1;27800;32880;"The King transformed his <i>En</i> 
into countless particles,"
2;32880;34680;"and scattered them everywhere."
3;69910;73010;"If there are conditions I must meet 
for you to turn over Komugi,"
4;73920;74940;"speak."
5;85980;90980;"This Person x And x This Moment"
6;95750;98490;"It appears that only one of you is here,"
7;99340;102010;"but I shall address this 
message to both of you."
8;105750;108190;"He knows exactly what we're doing."
9;108190;109750;"We won't be able to trick him."
10;110580;114770;"What I felt after coming into 
contact with your <i>Nen</i>"
11;115460;119180;"was not anger, fear, or hatred."
12;119180;122010;"Only senses of duty and resolve."
13;122910;127770;"If you are fighting for the survival 
of humanity, your battle is over."
14;129650;131410;"You need further explanation?"
15;131860;134030;"It seems you doubt what you've just heard."
16;134580;136280;"Then I shall repeat myself."
17;136990;140280;"You have won... The battle is over."
18;144350;147540;"The rest of what I have to 
say is for your ears only."
19;148780;151770;"The reason I am here is quite simple."
20;152300;153540;"I have one motive..."
21;154250;156590;"I wish to see the human named Komugi."
22;156970;158050;"That is all I want."
23;159760;163220;"That is really all I want."
24;165290;167370;"I desire nothing else."
25;168480;170470;"After coming into contact with your <i>Nen</i>,"
26;171010;174090;"I learned my current state and fate."
27;174710;178570;"And having learned my fate, I simply wish"
28;179190;182770;"to spend my remaining time with Komugi."
29;183870;185130;"That is all I want."
30;202630;203590;"Was this..."
31;204250;209280;"Was this a plan you devised after 
discovering my personality?"
32;210220;212410;"No, I already know the answer..."
33;212410;213350;"It's impossible."
34;213700;215870;"You expect me to believe you?"
35;215870;218730;"You think I'll just accept that explanation?!"
36;219470;223820;"An omnipotent King would 
never lie to himself in order"
37;223820;225870;"to fool a lower being like me!"
38;226220;230210;"After all the killing you have done, 
and soon will do..."
39;230210;231870;"A creature like you..."
40;232310;235380;"The King admits defeat? Cares for a human?"
41;235850;238380;"Impossible! That's impossible!"
42;239530;242010;"He's doing this because it is the truth!"
43;243190;246790;"I believe it was only a slight change..."
44;247140;247960;"Huh?"
45;249140;256020;"Something, somewhere, changed ever so slightly."
46;256800;260620;"In my current state, I am not a god,"
47;261400;262530;"but I..."
48;263400;264530;"No..."
49;264960;270900;"Perhaps, I only feel this way 
because everything has fallen into place."
50;272180;274800;"You should know I have very little time."
51;275190;277110;"I want you to tell me her location,"
52;277110;278920;"so I do not have to search for her."
53;279240;280880;"What are you saying?!"
54;280880;281920;"Stop this..."
55;282300;285900;"Yes, I know where she is!"
56;285900;288450;"Why don't you just torture it out of me?"
57;288450;289930;"I know the answer."
58;290560;294940;"We both know that isn't an option."
59;295750;300940;"Your aura is as strong and beautiful 
as any I have ever beheld."
60;301430;302810;"Stop this!"
61;304050;308200;"All I can do is to ask you to help me."
62;319680;321280;"Don't!"
63;327370;331920;"I am part Ant now..."
64;334130;340700;"I know very well how important 
you are to the race..."
65;343550;344800;"Not that..."
66;346670;348300;"Don't go to such lengths..."
67;352150;353880;"You mustn't do that..."
68;355320;356380;"I'll tell you."
69;358940;362020;"But on one condition."
70;363940;366760;"May I use my power"
71;367680;370260;"to watch your final moments with her?"
72;372540;374770;"If that is what it takes to be with Komugi,"
73;376050;377550;"you certainly may."
74;384970;387400;"Sorry, Killua..."
75;388050;389360;"I couldn't"
76;390150;391760;"keep our promise..."
77;442550;445760;"4-7-1, marshal..."
78;454460;455770;"Wake up, Komugi."
79;456550;457610;"It's time to play."
80;469520;472030;"We have a shocking news update."
81;472540;474360;"The true purpose of the summoning"
82;474360;479100;"of all Republic of East Gorteau 
citizens to the capital city"
83;479100;481770;"was a plot by the Supreme 
Leader to massacre them."
84;482240;486260;"The body of Supreme Leader Diego 
was discovered under the rubble,"
85;486260;489170;"suggesting that the victims were 
likely forced into mass suicide."
86;489490;494720;"But the second-in-command, 
Secretary Bizeff, is still missing,"
87;495290;501230;"so some authorities believe a 
revolution is the greater likelihood."
88;501750;504560;"Meanwhile, there has also been trouble"
89;504560;507990;"in the NGL region of the Mitene Union, 
as international peacekeepers"
90;507990;511650;"have sent queries regarding refugees,"
91;511650;513990;"and have received no response."
92;514450;516450;"There have been rumors of"
93;516450;519980;"illicit dealings between 
East Gorteau and NGL,"
94;519980;523210;"and the international community 
seeks to use this incident"
95;523210;526570;"as an opportunity to conduct 
a more forceful investigation."
96;530410;534590;"Yeah, the boss did his duty."
97;535280;538510;"No, I wasn't there to see it."
98;539330;541770;"It still isn't clear yet."
99;542870;545370;"Yeah, we're waiting on Palm."
100;545370;547950;"Can we really trust her alone"
101;547950;549890;"to verify the King's death?"
102;549890;553000;"Plus, that person was captured and"
103;553000;554760;"converted by the enemy, yes?"
104;555580;558830;"Well, that's a question of professionalism."
105;558830;560430;"It would be professional"
106;560430;563460;"to provide a complete report 
in the safest manner possible."
107;564160;567160;"But those are the professionals who spend"
108;567160;569400;"all of their time sitting in fully-furnished offices."
109;569780;574570;"And when we field Hunters are told 
to trust a partner, we trust them."
110;575080;576430;"We're all professionals..."
111;576830;578260;"But I'm the one out in the field!"
112;578260;579680;"I'm not sitting in an office!"
113;582260;586020;"The Vice Chairman's faction won't 
accept that argument."
114;586020;588940;"If they find out, you can expect 
to be questioned, at the least."
115;609130;612920;"Uh, I am Netero..."
116;616870;619650;"Chairman, thank you for a job well done."
117;620420;623290;"May you rest in peace."
118;625540;630980;"The same day, a video was streamed 
online in which Netero announced"
119;630980;634660;"his resignation as Chairman 
of the Hunter Association,"
120;634660;637490;"and gave instructions for 
choosing his successor."
121;638280;641670;"However, major news stories in the 
government-run media overshadowed it,"
122;641670;647200;"and only a few realized that 
the video was his will."
123;650120;652580;"Now, let us drink."
124;653520;655220;"Let us drink."
125;655830;657510;"Drink to the human race."
126;658790;666310;"In every age, there will be good 
humans and bad humans."
127;667450;670250;"Human life is too long 
to devote to reproduction,"
128;670250;674280;"yet too short to devote to learning, 
in the helix of time."
129;675990;680640;"Perhaps that is why humans succumb 
to desire and seek release."
130;682660;690450;"Despite the fact that life is complete 
with the sun, the land, and poetry."
131;690460;693920;"{\fad(689,1)\an8}Supreme Leader Diego (Real) 
In his 30th year of retirement, 
on a farm, in an unnamed country"
132;699820;701190;"It's over..."
133;721840;726200;"But it feels like we 
haven't played in ages..."
134;726530;730900;"Playing in real life is completely different 
than playing in my dreams."
135;730900;731770;"Yes."
136;731770;736210;"I thought I felt someone kick 
me hard in the stomach."
137;736210;740030;"After that, a strange person kidnapped me..."
138;741390;745400;"But you must have saved me, Supreme Leader."
139;745980;748690;"It wasn't me. It was my subordinates."
140;749500;750850;"I was wrong?!"
141;750850;753230;"I jumped to the wrong conclusion."
142;753980;757210;"I was unworthy of their loyalty..."
143;758390;761770;"When they stop by, I must thank them."
144;762300;764230;"I will relay your gratitude."
145;765730;767090;"I'll be seeing them soon..."
146;773690;776220;"I know. Let's begin."
147;776840;777930;"Yes!"
148;778950;781920;"Once, you asked my name."
149;781920;783630;"Y-Yes..."
150;784780;786720;"My name is Meruem."
151;788360;789860;"Meruem."
152;791360;793990;"It means the light that illuminates all."
153;795680;798340;"Meruem-sama?"
154;799840;803190;"M-My name is Komugi..."
155;803190;805480;"It is an honor to know you!"
156;805960;807200;"I know."
157;807930;808840;"No..."
158;809430;810510;"That isn't true."
159;810920;812200;"I knew nothing."
160;812990;818770;"I didn't understand what really mattered."
161;820680;822640;"Meruem-sama?"
162;822640;824170;"No honorific is necessary."
163;824940;826410;"Don't make me repeat myself!"
164;826410;827810;"No honorific is necessary!"
165;827810;830830;"B-But, I could never do that!"
166;830830;834010;"I would never dare address 
you without an honorific!"
167;834010;839700;"Then if I beat you at Gungi, you will 
address me without the honorific."
168;842880;844530;"I understand."
169;844530;848850;"Do I die after I've addressed 
you without the honorific?"
170;848850;851070;"Ah, that's right."
171;852020;853740;"There is no need for you to die."
172;856100;859000;"I am not the same person I was before."
173;859650;862330;"You should be prepared to lose."
174;862800;863990;"Yes!"
175;863990;866970;"What do you want if you win?"
176;868460;870760;"I would like another match!"
177;873320;874620;"It was a foolish question."
178;876570;877880;"Let's begin, then."
179;881720;883770;"1-5-1, marshal."
180;885300;887280;"9-9-1, marshal."
181;888360;890710;"7-9-1, pawn."
182;892090;894460;"2-3-1, pawn."
183;895610;897900;"2-7-2, musketeer."
184;899500;900560;"Could it be?"
185;901270;903580;"7-1-2, fortress."
186;904470;905550;"This is..."
187;905750;908550;"Marshal"
188;906310;907480;"...kokoriko?"
189;909590;913050;"Komugi, do you mean to mock me?"
190;913260;914510;"No."
191;914510;916170;"I want a sincere answer."
192;916530;918650;"I will not allow you to fool around."
193;918650;923060;"Yes, I have never fooled around 
while playing Gungi."
194;924640;926070;"Very well."
