Number;Start time in milliseconds;End time in milliseconds;"Text"
1;1860;5550;"Your "remote concealment" strategy"
2;5550;8460;"is actually named "kokoriko.""
3;9960;11740;"I came up with that strategy..."
4;13290;14990;"ten years ago."
5;15840;18650;"I was pretty happy"
6;18650;23820;"that a fool like me could figure 
out a smart strategy..."
7;25150;27500;"But then, I saw how to defeat it."
8;28590;32990;"That the Supreme Leader thought 
of the same strategy as I had..."
9;34280;39370;"I was so honored and touched... 
My heart trembled."
10;40310;41450;"It felt like..."
11;43260;46690;"Like seeing my child brought back to life."
12;48980;49940;"Foolishness."
13;50580;51740;"I've had enough."
14;52270;53590;"Get some rest."
15;55240;56690;"Once we begin again,"
16;58110;59800;"you won't get any more breaks."
17;60380;61660;"Be prepared!"
18;141990;147000;"Resolve x And x Awakening"
19;152200;153440;"This is upsetting."
20;153920;157520;"During our matches, I am the only 
one who's getting flustered."
21;158820;163340;"I would have expected this to be 
humiliating on a new level."
22;164250;165050;"But..."
23;165860;171170;"At the same time, I am enjoying our matches."
24;171950;174670;"But I don't understand why..."
25;178530;182480;"That I do not understand my own mind"
26;182480;184760;"upsets me more than words can describe!"
27;199910;203070;"Did she not choose to rest?"
28;203070;203930;"No..."
29;210980;212110;"Unsightly."
30;212850;215810;"No sign of intelligence or dignity."
31;217580;219670;"How can such a being"
32;219670;223570;"boast a Gungi record so stellar 
that it could be called"
33;223570;225810;"the ultimate in game theory?"
34;232100;233870;"Wake up! We're starting again."
35;234900;236250;"Y-Yes..."
36;248980;251300;"9-5-1, marshal."
37;255300;256230;"For this match..."
38;256670;257440;"Hmm?"
39;259510;261240;"We should make a wager."
40;262410;264380;"A wager?"
41;264950;265750;"Correct."
42;266870;271010;"If you win, I shall grant 
any wish you request."
43;272960;275800;"Any wish I request?"
44;278290;279600;"Any wish..."
45;281630;282510;"However..."
46;284400;285980;"If you lose,"
47;287420;289010;"I shall take your left arm."
48;304190;306430;"Fear and desire hold the power"
49;308230;310030;"to disrupt one's rhythm."
50;311650;313900;"Desire clouds vision,"
51;313900;316180;"while fear stills one's step."
52;319360;321040;"My left arm..."
53;323060;325070;"My left arm..."
54;328850;330630;"Should I do it?!"
55;330630;332060;"Why do you hesitate?"
56;332410;336700;"Well... Instead of my left arm..."
57;337480;341570;"Is it all right if I bet the thing I usually bet?"
