Number;Start time in milliseconds;End time in milliseconds;"Text"
1;5650;6480;"There he is."
2;6950;8720;"That's your target."
3;10610;12740;"The tycoon, Mr. Battera."
4;13990;15290;"Objective?"
5;15290;18330;"That would be <i>Greed Island</i>, of course."
6;18330;21250;"Why are you so interested in a game?"
7;21250;24250;"You've spent a considerable 
amount on it by now."
8;24630;27250;"It is an expression of love."
9;27790;31580;"Isn't wanting to monopolize 
that which you love natural?"
10;33660;34980;"What is this love you mention?"
11;34980;37510;"There are many rumors flying around."
12;37510;38690;"Any comments?"
13;39340;42440;"I will get my hands on the clue Ging left!"
14;123970;129020;"Bid x And x Haste"
15;134540;137110;"What time is it?"
16;138620;139560;"Kurapika!"
17;141000;142470;"It's 2:00 PM."
18;144190;147560;"I slept for half a day?"
19;148510;150950;"It's been two whole days, Kurapika..."
20;152020;153250;"Where's the boss?"
21;153250;154920;"What about the underground auction?"
22;155280;157920;"It ended up being canceled."
23;158560;161850;"The rest of the merchandise 
will be auctioned online."
24;162390;164340;"The boss accepted that."
25;166030;167060;"You're lying."
26;167350;168310;"Eh?"
27;168730;172940;"She was looking forward to 
taking part in the auction."
28;173530;176220;"I don't see her accepting that so easily..."
29;178640;180700;"Squala was killed."
30;182260;186200;"And Eliza was inconsolable..."
31;186860;190320;"The Scarlet Eyes we won were stolen."
32;191030;192580;"But apparently,"
33;193010;196010;"the boss was severely shocked by Eliza's state."
34;197910;200960;"That was when she said 
she wanted to go home."
35;202410;203490;"I see."
36;204670;206440;"What about Gon and Killua?"
37;206440;208100;"They're both fine."
38;208100;209120;"Around now..."
39;209120;210310;"He fell asleep."
40;216060;219350;"They're doing what they need to do,"
41;219350;221860;"so you should get plenty of rest."
42;225150;226620;"Our next item"
43;226620;228620;"is the legendary game,"
44;228620;230660;"<i>Greed Island</i>{\fscx40} {\fscx100}!"
45;237490;241980;"Let's take a look at the mysterious 
power this game contains."
46;255340;259510;"As you can see, there is a mysterious power"
47;259510;261900;"that protects the console from any damage,"
48;262430;266160;"as long as someone is playing inside."
49;267590;270030;"This man is Jeitsari."
50;270030;273660;"He is a player who's inside 
the game at this moment."
51;273660;277190;"In fact, he's the one who signed a contract"
52;277190;279920;"allowing us to auction it off."
53;280640;282760;"So this copy wasn't brought here by Ging."
54;284140;287930;"Jeitsari left behind the following agreement:"
55;288970;291990;""If we cannot clear this game"
56;291990;294440;"before the date specified in the contract,"
57;294900;299420;"seven active players, including myself,"
58;299420;303110;"will present seven copies 
of the game and console"
59;303110;307020;"to the Southern Piece Auction, 
so our talented young Hunters"
60;307020;310450;"can clear the game and fulfill our dream.""
61;311570;314430;"Unfortunately, when we 
obtained these copies,"
62;314430;317210;"two already displayed game over screens."
63;317700;321280;"That means the players also died in real life."
64;321280;324810;"This dangerous game requires 
that you risk your own life!"
65;326050;328720;"Make sure you're prepared before you bid."
66;330100;333190;"Let's start the bidding at 900 million Jenny!"
67;336150;337490;"I have 1 billion!"
68;337490;338840;"I have 1.5 billion!"
69;338840;341170;"#105 doubles it to 3 billion."
70;341170;343160;"#71 doubles it again..."
71;343160;344330;"to 6 billion!"
72;344330;346360;"Hey! That's my brother!"
73;347390;350460;"So you indicate how much 
you're bidding with your hand?"
74;350460;351320;"Yeah,"
75;351320;355870;"the auctioneer is able to 
instantly discern the highest bid."
76;356390;358120;"#16 doubles it again..."
77;358120;359970;"to 12 billion!"
78;359970;361160;"What's this?"
79;361160;363320;"#201 doubles it again,"
80;363320;364640;"to 24 billion!"
81;364640;365760;"You idiot!"
82;367660;370750;"#16 bids 25 billion!"
83;370750;373260;"Whew, that was close..."
84;374170;379040;"I'm guessing he wasn't able to 
decipher that memory card."
85;379040;381520;"#71 bids 25.5 billion..."
86;381840;384020;"How much money does he have?"
87;385330;388790;"#16 goes all the way up to 30.5 billion!"
88;391320;393280;"Damn it!"
89;396120;399290;"30.5 billion, huh?"
90;400090;401790;"No matter..."
91;402220;405600;"If we can clear this game."
92;407680;410420;"Um, we're Hunters."
93;410880;413920;"We're willing to help clear <i>Greed Island</i>."
94;414670;416810;"Don't joke around. Go on home."
95;416810;420000;"We're not joking! I'm a pro Hunter."
96;420000;421310;"What nonsense."
97;421800;424060;"Do you have a license?"
98;424060;425130;"Yes!"
99;425130;426460;"Uh, you don't."
100;426460;427440;"It's at the pawn shop."
101;427440;428250;"Oh."
102;428250;430070;"Uh, it's not on me..."
103;430500;432830;"See... He's lying."
104;432830;433950;"I'm not lying!"
105;434280;435890;"Hold on..."
106;436340;440710;"The fact that you're here means 
you're certainly not ordinary."
107;441530;445590;"However, I can't blindly 
accept everything you say."
108;446100;451090;"I am indeed looking to hire 
Hunters in order to clear this game,"
109;451090;454250;"but I cannot hire you at this time."
110;454990;457600;"Because there can only be so many players."
111;458310;459450;"Crap..."
112;459450;461040;"Has our plan failed?"
113;462020;465240;"I'm thinking that we don't 
need to buy the game."
114;465240;467610;"We just want the data inside it."
115;467890;471630;"<i>And I bet some of the people 
who win copies of </i>Greed Island"
116;471630;474740;"will be looking for players, too."
117;477100;478990;"There can only be so many players?"
118;479840;484000;"Each memory card only has the 
capacity to store one player's data."
119;484720;489490;"With multitaps, you can have a 
maximum of eight players per console."
120;490000;491010;"Oh, right."
121;491010;493560;"That <i>Greed Island</i> save used up"
122;493560;495740;"all thirty blocks on that memory card."
123;496280;497260;"Yeah."
124;497590;498990;"How did you know that?!"
125;498990;502640;"We have a <i>Greed Island</i> save file."
126;502940;505560;"Have you played the game before?"
127;505560;508270;"No, we only have a memory card."
128;508600;510400;"Does that mean..."
129;511290;513930;"If that memory card is real,"
130;513930;517280;"you would need another item to remove the card"
131;517280;519200;"from the console."
132;519200;520290;"Would that be..."
133;521530;523040;"The ring?"
134;523260;525520;"They know about the ring, too."
135;527520;531720;"It appears that they are worthy of consideration."
136;531720;533740;"I assume that you can use <i>Nen</i>."
137;533740;536180;"Show me your <i>Ren</i>."
138;537090;538050;"Sure!"
139;548550;549530;"Well?"
140;549910;551480;"It's hopeless."
141;551480;553440;"Letting them play would be a waste of time."
142;554040;557320;"They'd run around in circles until they died."
143;558320;560900;"How can you be certain when we haven't tried?!"
144;560900;563880;"It'll be too late once you're in the game, kid."
145;564210;566330;"Unless you die off immediately."
146;566710;569710;"We don't need people who'll 
drag out the inevitable."
147;570050;573210;"As long as a player is alive inside the game,"
148;573210;577060;"you can't reset or remove the memory card."
149;577060;580180;"In other words, you can't send in new players."
150;580670;582920;"I've hired around one hundred"
151;582920;586060;"pro and amateur Hunters to play this game,"
152;586060;589100;"and over half of them have given up."
153;589410;590360;"Given up?"
154;591160;593970;"They've given up on returning to the real world,"
155;593970;597150;"choosing to live inside the game."
156;597460;600870;"That is why I must be careful 
when selecting players."
157;601620;603360;"We need people"
158;603360;607060;"who are strong enough to obtain items"
159;607060;609940;"for returning to the real world."
160;609940;612500;"And you're saying we aren't strong enough?"
161;612500;614630;"How can he know that?"
162;615170;619930;"Because he's a pro Hunter who 
has played <i>Greed Island</i> before."
163;622240;624840;"Speaking from my own experience,"
164;624840;628580;"the items for returning to the real 
world are relatively easy to obtain."
165;628580;632340;"But with your <i>Nen</i>, it's hopeless."
166;632340;635400;"In fact, it'd be game over in no time."
167;636050;639330;"Once the screening is done, 
I'm returning to the game."
168;639330;640420;"Screening?"
169;640420;642490;"You're screening players?"
170;642490;645910;"Yes, the screening will be 
on the auction's final day."
171;646410;649100;"If you're interested in participating,"
172;649100;651920;"you'll need to work on your <i>Nen</i>."
173;652210;654160;"We were going to do that anyway!"
174;654160;655670;"Let's go, Killua!"
175;656310;657660;"Before you go, kid..."
