Number;Start time in milliseconds;End time in milliseconds;"Text"
1;5370;9500;"Leol has chased Morel into 
an underground church,"
2;9500;11720;"where they will now fight one another."
3;19350;22500;"This ability only activates when it rains."
4;22740;24070;"Inamura!"
5;121970;126980;"Return x And x Retire"
6;132630;134860;"My Inamura"
7;135210;136870;"summons waves!"
8;143190;147030;"Well? Aren't my big waves rad?"
9;148370;151750;"I can easily wash away your wimpy smoke!"
10;161720;163930;"You're having trouble moving 
in the water, right?"
11;165630;169380;"You like how easily my board can maneuver?"
12;169380;172190;"If you stand still, I'll give you a quick death."
13;172580;174440;"That's not your ability."
14;176190;178120;"It belongs"
15;178680;180070;"to my buddy!"
16;187340;189710;"Oh, making a boat of smoke?"
17;190750;193380;"So he can stand on that smoke?"
18;198580;201550;"You think that's enough to defeat my waves?"
19;201700;205190;"I told you, that's not your ability!"
20;209680;213060;"This one is my own original..."
21;224460;226160;"Tornave!"
22;224930;227220;"{\fad(250,1)}Maelstrom!!
<font size="20">Tornave</font>"
23;242240;243720;"The current's so strong..."
24;244060;245890;"I can't tell up from down."
25;246310;247290;"This is bad."
26;247980;250570;"I can't control my body at all..."
27;252220;255730;"I stop my opponent's 
movements with a whirlpool."
28;256340;257230;"Here I go!"
29;257980;260730;"Then, I finish him with a harpoon from above!"
30;262110;265760;"My harpoon can match the speed of sound,"
31;265760;270060;"and pierce a whale at the very bottom 
of the ocean, even from the sky!"
32;270060;271470;"Take this!"
33;273750;275920;"He disappeared?"
34;280530;281730;"Impossible!"
35;281730;284400;"The whirlpool should have incapacitated him."
36;285400;287380;"He had no way to escape."
37;293140;294690;"Bastard..."
38;295260;296690;"How did you do it?"
39;298180;300690;"I simply exhaled."
40;301840;306150;"When it comes to lung capacity, 
no one in the world beats me."
41;307550;312700;"He used his breath as jet propulsion 
to break out of the whirlpool?"
42;314230;317460;"Okay, it's my turn now!"
43;318040;320440;"It's your turn?"
44;320840;325330;"In this battle, you don't get a turn!"
45;325330;328090;"All you get to do is drown in my waves!"
46;328450;332090;"During this exchange, I've learned three things."
47;334420;336320;"First, I now know your power."
48;336960;340740;"Somehow, you're able to use 
other people's abilities."
49;341410;342980;"And those earphones"
50;344020;346850;"have nothing to do with your power."
51;346850;349210;"They're either for show or for luck."
52;350280;353210;"Or it means someone is sending you orders."
53;355910;360950;"If he meant to impair his hearing 
to strengthen his power,"
54;361300;364050;"he shouldn't be able to hear me talk."
55;366200;367760;"What's the third thing?"
56;367970;370000;"Your lifespan."
57;370000;373760;"That Inamura ability belongs 
to a Hunter named Grachan."
58;375250;378870;"You probably encountered and defeated 
him when he was sent"
59;378870;380250;"to fight the Chimera Ants."
60;380600;384530;"I'll punish you for stealing my buddy's ability!"
61;385380;388280;"Your life ends today!"
62;389070;390340;"Hold on..."
63;390340;392540;"That's a totally one-sided misinterpretation."
64;392900;396450;"I was protecting myself from humans 
who were hunting me down."
65;396450;398790;"It was self-defense."
66;399240;402780;"And I didn't steal his ability."
67;403660;405550;"I'm just borrowing it for a bit."
68;406270;409020;"Just borrowing it for a bit?"
69;409790;413280;"That's an excuse thieves use."
70;415460;419310;"Well, arguing with you is pointless."
71;419830;422430;"I'd like to get my hands on his ability,"
72;422430;425070;"but defeating him is more important."
73;425650;430860;"Right now, our top priority 
is to defeat one another."
74;432490;433830;"I'll repeat myself..."
75;434390;437400;"I'm sorry, but you don't get a turn!"
76;439260;442340;"Big Wall!"
77;439660;441710;"Giant Wave
<font size="20">Big Wall</font>"
78;446720;449150;"I'm flooding this underground church."
79;449150;451680;"My wall of water's gonna suck you in!"
80;451680;454180;"Just try and find your way to the surface!"
81;464390;467280;"Now, will he make it up?"
82;467710;469930;"Will I smash his skull with my board?"
83;469930;472010;"Launch my harpoon through his gut?"
84;472010;473360;"Which do I choose?"
85;474040;475500;"Either way,"
86;475500;479780;"if he shows his face above water, he's done."
87;485260;487330;"He isn't coming back up..."
88;488550;491190;"Has he drowned?"
89;491190;492010;"No,"
90;492770;495690;"he was confident about his lung capacity."
91;496390;499340;"That means he can survive for 
ten or twenty minutes."
92;500000;501540;"No, wait."
93;501540;502880;"It's just possible"
94;502880;506150;"that he's able to remain underwater like a whale!"
95;519480;520650;"There you are!"
96;521250;522950;"Don't move!"
97;522950;525170;"I'll impale you with my harpoon."
98;527160;529090;"Bubbles on the opposite side, too?"
99;531330;532490;"And over here!"
100;533990;534920;"And over there!"
101;536280;538830;"There are air bubbles everywhere..."
102;539390;540430;"I see..."
103;541640;547060;"It's possible, if he formed his smoke 
into a hose with multiple branches."
104;547060;549940;"That way, he wouldn't give away his position."
105;550180;553460;"Hey! How long are you gonna stay under?"
