Number;Start time in milliseconds;End time in milliseconds;"Text"
1;2580;6480;"Next is the continuation of 
our report on the UMAs,"
2;6480;9230;"or Unidentified Mysterious Animals, 
that have recently been sighted."
3;9890;15340;"The difference between this and our previous 
report is the increasing number of victims,"
4;15340;19410;"and the amount of evidence supporting 
the existence of these creatures."
5;19740;23790;"In any case, many of the witnesses are 
active members of the police force."
6;23790;26070;"And over half of the officers"
7;26070;30550;"who have rushed to the scenes have 
been killed by these creatures."
8;30980;34920;"These are images of unidentified creatures 
that have been attacking the police."
9;35510;40010;"You can see the victims on the 
ground at the creatures' feet."
10;41390;45810;"What we know is that all these creatures 
are violent, capable of speech,"
11;45810;48810;"and show no fear of humans."
12;49360;52700;"A prime example is this interview 
with the lion man of Nevaska."
13;53140;56950;"He spoke at length of a crude theory 
about the existence of a kingdom."
14;57700;62480;"The woman interviewing him listened 
patiently to what he had to say,"
15;62480;66960;"but eventually, she asked the 
question on every viewer's mind."
16;67820;71630;"Can you prove that you 
truly are what you claim?"
17;72920;76030;"Those were her last words."
18;80400;82570;"So far, the unidentified creatures"
19;82570;86120;"have only appeared on the Yorbian continent."
20;86120;88910;"But it seems likely that they 
will continue to spread,"
21;88910;93150;"and no effective method of dealing 
with them has been found."
22;93560;94740;"Sorry for the wait."
23;96730;98990;"Okay, let's go."
24;179030;184030;"A x Lawless x Home"
25;189080;191570;"They're known as Chimera Ants."
26;191960;193260;"I know."
27;193260;195170;"They became that way after mixing with humans."
28;195630;200110;"Working backwards from the dates and 
locations of sightings and police reports,"
29;200110;202580;"they probably originated in the Balsa Islands."
30;202580;205680;"Lots of strange nations are in that area."
31;205970;208560;"You shouldn't be talking about 
how strange other people are."
32;208870;211200;"But they were once ants..."
33;211200;214060;"So they should just stay close to their nest."
34;214570;217430;"Why come all the way out here?"
35;217830;218990;"No idea."
36;218990;222660;"Maybe they were just wandering, or perhaps 
they were drawn to the smell of garbage."
37;222660;224570;"It can't be a coincidence."
38;224960;228260;"Both NGL and East Gorteau are nations"
39;228260;230870;"that share no information with the outside world."
40;231230;233970;"Just like this place."
41;233970;238340;"That makes it easier for them to invade."
42;244660;246350;"It's been quite a long time."
43;247120;249350;"The place hasn't changed..."
44;258720;260110;"What's the situation?"
45;260970;265730;"Between the victims and martyrs, 
we're seeing over three hundred dead."
46;266250;270120;"Bombs have no effect, so we can't fight back."
47;272450;276980;"The council is still arguing about 
how to classify the dead."
48;277550;279130;"What do you mean?"
49;285650;288760;"A few days ago, this was an ordinary human."
50;288760;290710;"The Ants did this?"
51;290710;293020;"Looks dead to me."
52;293440;295140;"What's the problem?"
53;296410;299650;"Some are alive and working with the Ants."
54;300340;302690;"And all of them look like monsters."
55;303690;306910;"The council's debate is whether 
to declare them dead based on"
56;306910;312240;"whether or not there's a way to 
restore them to their original forms."
57;313710;315620;"They can't avenge them because"
58;315620;319810;"they're too busy arguing over 
whether they're dead or mutated?"
59;326260;328610;"Nothing's changed."
60;328610;331100;"They always lose sight of what's important."
61;331980;334080;"We're going to do things our way."
62;334870;337560;"If anyone interferes, we'll take them down."
63;338610;339960;"Don't worry."
64;341290;343730;"Before the day is out,"
65;344710;346800;"we'll exterminate this so-called Queen."
66;349970;352080;"I am the Queen."
67;352780;354080;"I repeat."
68;354600;356080;"Surrender."
69;356870;359760;"Those who resist will be executed."
70;360220;364850;"The chosen will live in paradise for eternity!"
71;368110;370480;"Our mother's greatest flaw"
72;370480;374140;"was that she could only produce soldiers"
73;374140;376630;"through the archaic and inefficient laying of eggs."
74;377370;379600;"Her sole achievement"
75;381280;383330;"was giving birth to me."
76;384760;385760;"Stop..."
77;386170;387190;"Kill me!"
78;387660;389110;"Kill me!"
79;390010;391870;"Plenty of spirit..."
80;392620;393910;"He shows promise."
81;412610;413550;"Bingo."
82;413980;416940;"Chosen one, welcome to paradise."
83;417750;421310;"Swear eternal fealty to the Queen."
84;423740;426070;"I am the Queen."
85;426170;433070;"{\fad(1048,1)}Sexy Stinger of Rebirth"
86;428490;431740;"With my Queen Shot, I shall control the world."
87;434500;436080;"Let's go through the front door."
88;436920;438860;"No objection here..."
89;444540;446090;"No one's around."
90;446810;449480;"Are they inviting us in?"
91;450010;451840;"Then I'll go this way."
92;452280;453960;"I'll take this way."
93;454710;456040;"We're splitting up?"
94;456040;459600;"Of course... It's a race to see 
who'll kill the Queen."
95;460030;463920;"I imagine you'd prefer to hide 
your abilities from us."
96;464320;467150;"Kill anything that attacks you."
97;467150;471240;"If you kill the Queen, you're the interim boss."
98;471980;472910;"Understood."
99;473840;474740;"Start!"
100;478210;479750;"They've scattered."
101;480290;487640;"From their footsteps, I can sense 
that these intruders are special."
102;487640;491010;"They are accustomed to living in the wild."
103;491800;493160;"Are they strong?"
104;493160;494290;"Yes."
105;495460;497640;"Then go and greet them."
106;497640;502550;"But then, no one will be here to guard you."
107;502550;504420;"If you're worried about me,"
108;504420;507940;"capture the enemy and hurry back."
