Number;Start time in milliseconds;End time in milliseconds;"Text"
1;22460;26710;"He abandoned you when you were still just a baby."
2;27430;28960;"But you still want to..."
3;30700;33900;"He was willing to abandon his own kid for it."
4;36220;39660;"That's how amazing it is to be a Hunter!"
5;42280;45560;"You really are his son..."
6;47500;53540;"The last test to be accepted 
by Ging-san is to find him."
7;54370;56940;"It's a task more difficult than any Hunt."
8;59360;63010;"As far as I know, he's the greatest Hunter there is."
9;66240;68170;"There's something that I want."
10;70250;74790;"He never told me what it 
was that he wanted."
11;76790;78550;"Catch me if you can."
12;79140;81970;"You are a Hunter, aren't you?"
13;102200;103270;"Ging..."
14;105000;110000;"Past x And x Future"
15;230640;232400;"You want to climb the tree?"
16;232400;235980;"No one under the age of eighteen 
can go beyond this point."
17;237330;241030;"Unless you have some special 
license or certification..."
18;243980;245220;"A pro Hunter?"
19;246130;247470;"At your age?"
20;248760;250140;"Excuse me, then."
21;250140;251260;"Go right ahead."
22;252460;254980;"But I'll need you to sign this first."
23;256580;259250;"Even a president would have to sign it."
24;259670;264990;"It's just the usual thing that says you 
don't care if you die during the climb."
25;279090;280750;"Here's some advice!"
26;281390;285260;"Don't trust any of the grips or footholds 
left behind by previous climbers."
27;286370;288990;"Those who make it to the top 
usually do it bare-handed."
28;288990;292050;"That's how the guy who's at 
the top right now did it."
29;294420;296520;"Got it! Thanks!"
30;296910;300320;"Well, if you feel you're in trouble, 
just press that button."
31;303640;305870;"Our rescue team is skilled."
32;306330;308670;"If you can hold on to the tree for ten minutes—"
33;309680;310910;"He fell?!"
34;311690;312790;"Hey!"
35;313610;315270;"Hey!"
36;318310;320570;"He's already up there?"
37;339590;341630;"I still have a long way to go..."
38;359990;361330;"This tree is incredible."
39;362030;364080;"I can entrust myself to it."
40;367540;369380;"The moment my fingers touch it,"
41;369980;372390;"I can feel that there's life there,"
42;373110;376070;"and that it flows throughout the entire tree."
43;381890;382720;"I can do this!"
44;383830;386450;"So long as I heed the tree's whispering as I climb..."
45;401890;404310;"Help..."
46;405970;409360;"Help me..."
47;443450;444760;"Almost there."
48;451550;453060;"The top looks funny."
49;481760;483100;"They're huge!"
50;485370;486980;"That scared me..."
51;489890;490740;"Hi!"
52;497040;497930;"Yo."
53;503220;504940;"I was tired of waiting."
54;507890;508890;"Ging..."
55;512480;516260;"How long did it take you to get 
here from the 500-meter point?"
56;516790;518220;"Uh..."
