Number;Start time in milliseconds;End time in milliseconds;"Text"
1;2660;4360;"Who are you guys?"
2;4800;6990;"We booked this place for the night."
3;6990;7860;"Get lost!"
4;8160;9770;"We're here to talk."
5;10210;11860;"Would you please leave the city?"
6;15420;17870;"Been a long time since I heard those words."
7;100990;106040;"Pirates x And x Guesses"
8;112090;115300;"Then no need for talk. 
Use force to make us leave."
9;118020;120550;"I don't care how many of you attack at once."
10;120900;122810;"If you can move me from this ring,"
11;122810;125470;"I'll take you to see our boss."
12;126560;128690;"We just have to move you out of the ring?"
13;129050;131620;"If it's brawn you want, I'm your man."
14;134390;135570;"This guy's terrible."
15;136160;138480;"<i>He's taking too long just to 
 produce that degree of</i> Ren."
16;143800;147670;"You're pretty strong..."
17;151770;152840;"Stop it!"
18;153390;156400;"I lose... Let me go!"
19;160610;162470;"He admitted defeat."
20;163280;164970;"Why didn't you let him go?"
21;165230;167020;"I explained the rules."
22;167020;169300;"You lose if you step outside the ring."
23;169790;174190;"Anything else, including admitting
 defeat, is totally meaningless."
24;174490;177940;"You kicked me, then stepped 
outside the ring of fire."
25;178740;179990;"You've lost."
26;180430;181820;"Oh! Crap!"
27;182130;184340;"Hold on! Give me another try!"
28;184340;185580;"Don't bother, Gon..."
29;186200;188950;"You're probably looking to 
use your new technique."
30;189210;192580;"But you shouldn't reveal it in 
front of all these people."
31;192900;194590;"Just let me handle this."
32;194880;197710;"What's this? You gonna pair up now?"
33;198840;199970;"I'll be using this."
34;202890;203840;"You wouldn't..."
35;218770;220490;"There, I win."
36;224880;229240;"D-Damn little brat!"
37;234820;237230;"You made up the rules..."
38;237230;238500;"Don't get upset."
39;239450;241760;"Yeah, my bad..."
40;242410;243690;"Come with me."
41;243690;245350;"I'll take you to the boss."
42;257640;260620;"Eh, so your boss is in here?"
43;263600;265410;"Boss, we have visitors."
44;266690;268410;"Who are these guys?"
45;269030;271410;"They want to chase us out of town."
46;272010;273160;"Chase us out?"
47;274300;275420;"Ah..."
48;277760;279600;"Let's have a contest."
49;280420;283050;"If you win, we'll leave the island."
50;283910;286520;"However, we choose the contest."
51;287140;288300;"How does that sound?"
52;288670;290810;"What happens if we lose?"
53;291560;293130;"Nothing."
54;293130;295560;"You'll just have to leave."
55;296130;297510;"Okay, let's do this!"
56;298380;300410;"The theme of this battle is sports."
57;300730;304450;"Each of these members will challenge 
you to a match in their best sport."
58;305260;306320;"One win per person!"
59;306890;308980;"The first side to eight wins will be the victor."
60;309640;313450;"I'm up first... I'll go with boxing."
61;314660;316570;"Well? Who's up?"
62;317490;318600;"I've got this."
63;320710;322970;"There's one special rule."
64;323330;325840;"You may use any item created by <i>Nen</i>."
65;326120;327070;"What?"
66;327070;328590;"You can't call that boxing!"
67;329000;332510;"Don't worry, I'll only use my fists."
68;332510;334600;"That rule's for your benefit."
69;335270;336950;"Wanna tag out?"
70;337580;339360;"No, I'll do it."
71;340150;340860;"Fight!"
72;345090;346740;"I know what's going on here..."
73;347300;350910;"There's a reason you chose boxing!"
74;353940;355620;"You're also an Emitter, right?"
75;356120;360630;"We're fighting at close range, 
within a finite space."
76;361060;364380;"This is the ideal situation for an Emitter."
77;365300;367030;"However, you made one mistake!"
78;367570;370690;"Not anticipating that my power 
could be stronger than yours!"
79;370690;372640;"Wow! He can't dodge that flurry!"
80;378570;380550;"Yes, he's down! Too easy!"
81;380550;382350;"No, it was a simultaneous hit."
82;390350;392010;"What just happened?"
83;392430;393260;"Why?"
84;393720;396050;"These guys didn't see what happened?"
85;396560;397790;"He used teleportation."
86;398450;399680;"Teleportation?"
87;400360;402170;"Of only his fist, with a short uppercut."
88;403560;407760;"His goal was to land a knockout counterstrike."
89;410360;411930;"It was obvious."
90;416010;417590;"Seems he's out cold..."
91;417920;419940;"That's one win for us."
92;420330;421210;"Damn."
93;421210;421960;"Bah."
94;424170;426900;"Reaching eight wins with these 
members will be impossible."
95;427450;428060;"Meaning..."
96;428540;430620;"Okay, I'm up next..."
97;430620;432450;"I'll go with juggling soccer balls."
98;433000;434150;"Then I'm up..."
99;434150;434890;"Wait, Gon."
100;439750;442330;"Indeed, that would be wise."
101;444450;446840;"Okay, I'm up next!"
102;447190;448960;"A little girl?"
