Number;Start time in milliseconds;End time in milliseconds;"Text"
1;84780;88240;"Fearsome monsters... Exotic creatures..."
2;89700;93000;"Vast riches... Hidden treasures..."
3;95130;98740;"Evil enclaves... Unexplored lands..."
4;100130;103250;"The word "unknown" holds magic."
5;103250;107130;"And some incredible people are 
drawn to that magic."
6;107820;109580;"They are known..."
7;111440;113280;"...as Hunters!"
8;115020;120020;"Departure x And x Friends"
9;120570;124520;"{\an8\fad(601,580)}Whale Island"
10;142610;144880;"Gon's still trying to catch the Lord of the Lake?"
11;144880;145840;"Huh?"
12;146870;148520;"Y-Yes..."
13;148520;152220;"He's been at it for a week, non-stop."
14;152220;156700;"You promised he could take the Hunter Exam 
if he caught the Lord of the Lake?"
15;156700;157510;"What a fool!"
16;157900;160980;"Five adults couldn't manage to 
reel in that monster."
17;160980;163550;"How is a child supposed to catch that beast?"
18;163550;167230;"Mito-san doesn't want him 
taking the Hunter Exam."
19;167230;171790;"But Gon's old man was the same age 
when he caught it..."
20;172650;173880;"He can't do it."
21;195100;197170;"Got him!"
22;197170;198140;"Yes! Yes! Yes! Yes! Yes!"
23;198140;200170;"I got him good!"
24;236570;238690;"It's huge!"
25;238690;240580;"This is the Lord of the Lake?"
26;240580;242070;"It's been twenty years!"
27;242070;245360;"I know! It was Gon's father that time, right?"
28;245360;247050;"He's his father's son."
29;247690;250940;"Gon actually caught the Lord!"
30;250940;252060;"Look, Mito-san!"
31;257230;258630;"Mito-san!"
32;258630;261200;"I caught the Lord, as promised..."
33;261580;264240;"So I can take the Hunter Exam, right?"
34;264780;265700;"Right?"
35;274210;275700;"I'll do my best."
36;275700;277710;"I promise to become a Hunter!"
37;287140;289790;"It must be in the blood..."
38;289790;292780;"No one has been able to catch the Lord"
39;292780;296000;"after Ging pulled it off, at the age of twelve."
40;296000;300980;"And now his son has accomplished 
the same feat, at the same age."
41;303200;308010;"His eyes have the same shine as his father's."
42;309820;313940;"We can no longer stop him."
43;318080;319700;"Are you sure about this, Gon?"
44;319700;320720;"Uh-huh."
45;322100;325950;"Your father abandoned you 
when you were still young"
46;325950;327730;"to become a Hunter."
47;328670;329950;"I know."
48;329950;332590;"He chose becoming a Hunter over raising you!"
49;333450;334940;"Isn't that amazing?"
50;334940;335740;"Huh?"
51;336400;339480;"Being a Hunter is so great, he was willing"
52;339510;340880;"to abandon his own kid!"
53;341670;343850;"It's a dangerous job!"
54;343850;346880;"You never know when you might lose your life!"
55;347240;348370;"Don't you understand?"
56;350320;351860;"I don't."
57;351860;353390;"But I want to know more!"
58;354080;356390;"I want to become a Hunter and discover why"
59;356390;358550;"it was so important to my dad!"
60;367990;371050;"You really are Ging's son..."
61;382050;384460;"I promise I'll pass the exam."
62;384460;387520;"I'll pass the exam, and I'll become a Hunter!"
63;388680;391520;"Just promise that you'll come back safe."
64;392240;393530;"Can you do that?"
65;394050;396070;"Uh-huh, I promise!"
66;398550;400540;"Pinky swear made..."
67;400740;405520;"Whoever breaks their promise has 
to swallow a thousand needles."
68;406300;416940;"Sealed with a kiss!"
69;423160;424040;"Gon..."
70;426020;428780;"Thank you, Mito-san."
71;449060;451320;"Good luck!"
72;453780;455740;"Knock 'em dead!"
73;463490;467570;"I'm going to become the 
best Hunter in the world!"
74;467570;473890;"Once I'm the best Hunter 
in the world, I'll come back!"
75;479080;481700;"The best Hunter in the world?"
76;482350;484580;"Kid doesn't respect us."
77;484580;490690;"Every year, there are millions of skilled 
applicants for the Hunter Exam."
78;490690;493100;"But only a handful are selected."
79;493550;497210;"Don't say stuff that you can't back up, boy."
80;508360;509610;"What are you doing, Katsuo?"
81;509980;513620;"At this rate, you'll never make a decent sailor."
82;519800;522310;"Why are you bent over?"
83;522310;523890;"Hey, losers!"
84;524920;526510;"Don't slack off!"
85;526510;527900;"A-Aye, sir!"
86;530200;530900;"Hey..."
87;531720;533330;"Didn't you hear me?"
88;533330;534540;"Move that box!"
89;534540;535920;"A-Aye, Captain!"
90;535920;537140;"Hold on."
91;541120;542540;"Thanks!"
92;551050;552550;"A storm's coming."
93;553820;555940;"How can you tell, boy?"
94;555940;558120;"That's what the seagulls are saying."
95;558120;559230;"What?"
96;559230;560160;"Plus..."
97;575420;577680;"It's a huge storm that's coming!"
98;578690;579680;"It's true..."
99;580190;582190;"I can tell by the smell!"
100;583420;585190;"<i>That boy...</i>"
101;590580;592010;"<i>Those eyes...</i>"
102;592670;594200;"<i>Could he be...</i>"
103;612480;613480;"Captain!"
104;613780;616040;"The mast won't last much longer!"
105;616040;617540;"We should lower the sails!"
106;617540;619010;"Don't be stupid!"
107;619510;622520;"The fun's about to start."
108;627550;628730;"Here we go!"
109;631000;633500;"Full to port!"
110;637610;640670;"Let's fly!"
111;645920;655990;"Hunter Vocabulary"
112;651800;655990;"Gon"
113;664080;667140;"Those waves weren't much..."
114;667140;669260;"Hey, take the helm."
115;669260;670570;"A-Aye!"
116;673300;677250;"Damn, this is one lousy crew."
117;680530;682420;"Not a one of them can stand."
118;682420;684220;"Pathetic."
119;684220;687160;"And they're supposed to be 
taking the Hunter Examination."
120;687160;689560;"What a laugh!"
121;689560;691390;"Here are some herbs."
122;692100;694320;"If you chew them, you'll feel a little better."
123;695390;696670;"W-Water..."
124;697030;698900;"It's coming, so hold on."
125;699520;701400;"That boy..."
126;714200;716420;"This is one sour apple..."
127;717040;718590;"<i>I see.</i>"
128;718590;722190;"<i>There are a few tough nuts on board.</i>"
129;722190;723110;"Excuse me!"
130;723810;725330;"H-Here is your water!"
131;725760;726930;"Thanks."
132;727790;729310;"Now drink your fill."
133;742980;745790;"Thanks. I really appreciate it, Katsuo-san."
134;750700;753720;"First, tell me your names."
135;754020;755410;"I'm Gon!"
136;755410;757270;"I'm Kurapika."
137;757270;758830;"It's Leorio."
138;758860;762420;"Why do you want to become Hunters?"
139;762420;766080;"Hey! If you're not an examiner, 
you can't boss us around!"
140;766510;768600;"Just answer the question!"
141;769320;771610;"My dad is a Hunter."
142;773570;777110;"I left Whale Island because I want to know"
143;777430;780480;"why my dad desired so much to be a Hunter."
144;781750;783330;"<i>Whale Island...</i>"
145;783330;786140;"<i>So this is Ging's son.</i>"
146;787290;789930;"<i>The day has finally come.</i>"
147;790510;792140;"Hey, kid!"
148;792140;792860;"Huh?"
149;792900;795560;"You're not supposed to answer his question!"
150;795560;797930;"Why can't I tell him why I'm here?"
151;797930;800310;"Not a team player, huh?"
152;800310;802360;"I don't wish to reveal why I'm here."
153;802360;804770;"I agree with Leorio."
154;804770;805640;"What?"
155;805640;808200;"Hey! Aren't you younger than I am?"
156;808200;810110;"Show some respect!"
157;810110;812550;"It's quite simple to avoid pesky questions"
158;812550;815100;"by offering a plausible lie."
159;815100;817020;"Hey! Are you listening to me?"
160;817050;820720;"However, it is quite shameful to rely upon deceit."
161;820720;823990;"That said, if I were to tell you the truth,"
162;823990;829300;"I would be exposing my deepest secrets."
163;829300;832230;"That is why I cannot provide an answer."
164;832230;834440;"Hey, you... Don't ignore me!"
165;834440;838420;"In other words, 
you refuse to answer my question."
166;839290;840720;"Hey, Katsuo."
167;840720;841810;"Aye, Captain."
168;842300;846820;"Tell the examination board that 
we have two more dropouts."
169;848470;849820;"What do you mean?"
170;849820;852050;"You still haven't figured it out?"
171;852580;855320;"The Hunter Examination has already begun."
172;855320;856540;"What?"
173;861860;864510;"There are as many Hunter wannabes"
174;864510;866900;"as there are stars in the sky."
175;866900;872710;"The examiners don't have the time or 
resources to review them all."
176;873130;878720;"So they hire people like us, to trim the fat."
177;879520;881560;"I've already notified the board"
178;881560;885090;"that everyone else on this ship had to withdraw."
179;886230;888620;"If they couldn't handle a little storm,"
180;888620;892360;"they'd stand no chance in the 
Hunter Examination's later stages."
181;892710;899430;"In other words, you only proceed to 
the main exam if I pass you."
182;900710;904730;"So think carefully before you answer my question."
183;905810;907220;"So he says..."
184;909800;912120;"Should have told us sooner."
185;914070;916890;"I am the last survivor of the Kurta Clan."
186;919450;924260;"Four years ago, my clan was annihilated 
by a band of criminals."
187;925010;927370;"I wish to become a Hunter and 
hunt down that band,"
188;927370;928900;"the Phantom Troupe."
189;930000;932880;"So you want to become a bounty hunter?"
190;933640;936410;"The Phantom Troupe is a Class-A bounty."
191;937340;940640;"Not even the most grizzled Hunters 
can touch them."
192;941060;943480;"You'd be throwing away your life."
193;944610;946760;"I do not fear death."
194;947710;950790;"I fear only that my rage"
195;951360;954200;"will fade over time."
196;956390;958810;"So, in other words, you want revenge."
197;958810;962800;"Does that require that you become a Hunter?"
198;963120;967020;"That may be the stupidest question 
I've ever heard, Leorio."
199;967020;968540;"That's Leorio-san to you!"
200;968840;971540;"Places accessible only to Hunters..."
201;971540;973010;"Information otherwise unobtainable..."
202;973350;974670;"Actions otherwise impossible..."
203;975160;979200;"There are more reasons than your 
brain could possibly handle."
204;980170;981050;"Hey!"
205;982130;985150;"Why do you want to become a Hunter, Leorio-san?"
206;985950;987000;"Me?"
207;987530;989280;"I'll make it short."
208;990270;991420;"I want money."
209;992330;995830;"Money can get you everything!"
210;996260;997330;"A big house!"
211;997650;998840;"A nice car!"
212;999610;1001340;"Good liquor!"
213;1002820;1006420;"You can't buy class with money, Leorio."
214;1011330;1012980;"That's three times now."
215;1013960;1015210;"Step outside."
216;1015950;1019330;"I'll end the filthy Kurta bloodline, here and now."
217;1019930;1021420;"Take that back, Leorio!"
218;1025910;1027390;"Take that back!"
219;1030590;1032010;"That's Leorio-san to you."
220;1035510;1037590;"Hey, boys!"
221;1037590;1039820;"I'm not finished yet!"
222;1039820;1040930;"Just let them go."
223;1040930;1041510;"Huh?"
224;1042810;1045850;"Mito-san once told me..."
225;1047350;1049740;"<i>If you want to get to know someone,</i>"
226;1049740;1051750;"<i>you need to make an effort</i>"
227;1052020;1054060;"<i>to learn why they're angry.</i>"
228;1055920;1059900;"It's important for them to 
understand why they're mad."
229;1060280;1063390;"So we should let them settle it themselves."
230;1066870;1068220;"Captain!"
231;1068920;1071270;"L-Look..."
232;1076860;1080670;"If we get caught by that waterspout, 
the ship will sink."
233;1080670;1082420;"Lower the sails now."
234;1082420;1083070;"Aye!"
235;1083070;1084430;"I'll help!"
236;1084430;1086170;"Uh-huh, come with me."
237;1086170;1087990;"I'll take the helm."
238;1087990;1088660;"Aye!"
239;1089140;1091160;"Full to starboard!"
240;1093390;1094230;"Hurry!"
241;1094760;1098190;"The waterspout is gonna catch us!"
242;1118220;1120620;"Take back what you said!"
243;1120990;1123690;"Take back your words, 
and I'll forgive you, Leorio."
244;1124120;1126210;"How many times must I repeat myself?"
245;1126210;1127940;"You should show me some respect."
246;1127940;1130330;"I won't back down."
247;1131750;1133050;"Then I have no choice..."
248;1147980;1149320;"Katsuo-san!"
249;1156990;1158230;"Damn it!"
250;1172020;1173810;"Pull 'em out! Now..."
251;1189520;1191140;"You idiot!"
252;1191140;1193980;"If we hadn't grabbed your legs,"
253;1193980;1196670;"you'd be shark bait now."
254;1196670;1198120;"Honestly..."
255;1198120;1200030;"How reckless can you be?"
256;1200030;1202180;"But you did catch me."
257;1202180;1203070;"Huh?"
258;1204010;1206910;"You both caught me!"
259;1207620;1209750;"Well, I guess so..."
260;1210410;1211200;"Gon!"
261;1214990;1216230;"Katsuo-san!"
262;1216690;1218660;"Thanks, Gon!"
263;1218660;1220440;"You saved my life."
264;1221360;1223610;"I couldn't have done it alone."
265;1223610;1225930;"These two helped save you."
266;1225960;1226830;"Huh?"
267;1227520;1229200;"Thank you very much!"
268;1230860;1233070;"No, you don't need to thank me."
269;1233980;1235140;"Well..."
270;1235140;1238070;"Yeah, I'm glad you're okay."
271;1238070;1242370;"Yeah! So I'll be returning to my station!"
272;1246430;1248080;"What?"
273;1248610;1251060;"I apologize for my rude behavior."
274;1251060;1254090;"Sorry, Leorio-san."
275;1254490;1257130;"Wh-What's with the sudden change?"
276;1257130;1258620;"We sound like strangers..."
277;1258620;1261100;"Just call me Leorio... Leorio works."
278;1262980;1264500;"I'm also sorry."
279;1265780;1268420;"I take back everything I said."
280;1269150;1270340;"I was wrong."
281;1270700;1272430;"No, it's okay."
282;1278150;1280250;"I like you guys!"
283;1280670;1281750;"Okay!"
284;1282200;1284630;"I'll take responsibility for bringing"
285;1284630;1288550;"you three to the port closest to the exam site."
286;1289320;1290490;"Really?"
287;1290930;1292780;"What about your test?"
288;1294560;1295890;"Like I said..."
289;1295890;1298320;"It's my decision to make."
290;1299930;1302010;"And all three of you pass!"
291;1305860;1308620;"Yay!"
292;1311490;1314590;"And so began Gon's journey..."
293;1315050;1319190;"To follow in his father's footsteps 
and become a Hunter."
294;1410090;1412620;"Next time: Test x Of x Tests."
295;1412620;1413720;"Look forward to it!"
