Number;Start time in milliseconds;End time in milliseconds;"Text"
1;1750;4100;"Been a while since I flipped my switch on."
2;10320;12690;"Scissors!"
3;22540;24000;"Well?"
4;24400;25730;"Look at this!"
5;27560;30260;"I feel reborn!"
6;111000;116010;"Inspiration x To x Evolve"
7;120370;122290;"The Hunters Association"
8;122290;127150;"has learned of the Chimera Ants 
from the biological survey team,"
9;127150;129990;"and now awaits the world leaders' 
decision on how to handle them."
10;137530;139200;"We're counting on you."
11;139480;142090;"You have a single mission."
12;142810;146080;"The immediate extermination 
of these dangerous creatures."
13;148170;151050;"There have already been many casualties."
14;151660;153440;"We will use any means necessary."
15;154210;156590;"Will that be acceptable?"
16;157470;162170;"Naturally, we have no intention of 
telling the experts how to proceed."
17;164510;166140;"We simply desire"
18;166140;170940;"those dangerous creatures 
eradicated as swiftly as possible."
19;172390;173810;"Understood."
20;175810;181570;"So their goal is to eradicate the Ants, 
leaving the Hunters Association"
21;181570;183780;"to take the blame."
22;188900;190580;"Th-The Chimera Ants"
23;191000;195590;"have five ranks, w-with the Queen at the top."
24;203340;205390;"Queen"
25;203830;205320;"There's the Queen."
26;205510;208140;"Royal Guard"
27;205960;208160;"Under her is the Royal Guard,"
28;208270;211100;"Squadron Leaders"
29;208800;211100;"and then, the Squadron Leaders."
30;211730;214100;"Under the Squadron Leaders are Captains,"
31;214600;218860;"and they oversee many foot 
soldiers and other grunts."
32;219470;224870;"A-And once the King is born, 
the hierarchy shifts like so."
33;227720;230350;"The Royal Guard that followed the Queen"
34;230350;233120;"switches into the King's service."
35;233820;238030;"A-Afterwards, Squadron Leaders 
report directly to the Queen,"
36;239180;242260;"and she focuses on directing the soldiers."
37;242810;247310;"The Queen remains in the castle, 
periodically giving birth to Kings."
38;250440;253770;"The Kings travel and mate 
with different organisms,"
39;254220;257400;"so as to breed new Queens."
40;261140;263270;"That explains their fast reproduction rate."
41;263860;266280;"To prevent a Chimera Ant population explosion,"
42;266280;269790;"you must defeat the Queen before 
she can give birth to a King."
43;270370;275420;"But first, you need to defeat 
all the soldiers guarding her."
44;276580;278310;"That's a tall order."
45;292830;294690;"Got it. We'll be waiting."
46;295940;297940;"The punitive force's first wave is on its way."
47;298430;299550;"Punitive force?"
48;300500;301820;"I wonder who they'll send."
49;302490;305200;"They'll be facing those vicious Chimera Ants."
50;305800;307700;"They'll be strong."
51;308050;309500;"They'd better be!"
52;309500;311330;"I'm worried about Kite and the kids."
53;312820;314410;"They'll arrive in three days."
54;328940;329850;"How?"
55;330590;332090;"Look at this!"
56;332090;334350;"Isn't it incredible?"
57;334960;337350;"Why does Rammot have so much life energy?"
58;338240;340020;"There must have been some catalyst."
59;342080;343110;"A catalyst..."
60;347270;348200;"Rock..."
61;348660;349700;"Paper..."
62;350070;352410;"Rock!"
63;355080;356900;"That hurts..."
64;356900;359250;"Damn..."
65;359840;363630;"What if their attacks were the catalyst?"
66;366900;371390;"I can feel the power filling me!"
67;371790;372590;"Peggy..."
68;373890;378020;"I told you that we are capable 
of anything that humans are."
69;378600;380870;"Including the use of this strange power?"
