Number;Start time in milliseconds;End time in milliseconds;"Text"
1;2910;5750;"You're really sure? You won't tell them?"
2;5750;6480;"Yes."
3;6960;10990;"Right now, they should be 
spending every second training."
4;11600;13250;"Tell them we'll meet again."
5;13800;14490;"Sure."
6;15150;15970;"So long."
7;16720;18020;"Goodbye."
8;18020;18990;"Oh, one second..."
9;21650;23250;"Look after Kurapika."
10;24630;27690;"He acts calm, but he can be rash."
11;27690;30000;"He's smart, but doesn't 
always think things through."
12;30780;33890;"It looks like he's opened up to you,"
13;33890;35880;"so could you act as a brake?"
14;36580;37510;"Yes."
15;38290;40260;"You're very soothing."
16;41200;45020;"You have the most pleasant 
heartbeat I've heard in this city."
17;45720;49670;"It's soft, expansive, and very warm."
18;50560;52900;"You would make an excellent 
doctor or teacher."
19;52900;54810;"You're well suited to such careers."
20;56170;58030;"I recommend a career change."
21;58380;60680;"Well, I'll think about it."
22;67310;70190;"I need to get serious about this..."
23;152000;157050;"End x And x Beginning"
24;160270;164640;"#16 has won <i>Greed Island</i> for 27.8 billion!"
25;166040;167650;"Thank you very much!"
26;169640;172540;"That bastard's serious 
about buying every copy."
27;173270;176330;"And he's aware of my budget."
28;177100;178570;"Only one copy left."
29;178570;179720;"Damn..."
30;179720;181320;"I'm going to win this auction!"
31;183100;185080;"What? He left?"
32;185330;186680;"We'll see him again."
33;186680;188580;"He said to keep training hard."
34;188860;192080;"What? He didn't have to worry about that..."
35;192410;196840;"Weren't you happy that Kurapika 
was leaving Yorknew City?"
36;197360;200670;"Sure, but he left without telling us."
37;201000;201930;"Here."
38;203070;204350;"It's from Zepile."
39;205050;207160;"He said that you'll see him again."
40;207770;208560;"What?"
41;208560;209960;"Zepile-san's gone, too?"
42;209960;213850;"Yeah, and he recovered your 
hundred million, as promised."
43;214360;215390;"He really did..."
44;215390;219000;"Now you can buy back 
your Hunter License."
45;219000;220160;"Yeah..."
46;220160;223390;"Zepile-san really is special."
47;227980;232700;"Man, that Hunter License is a real gem."
48;232700;235590;"The pawn shop forked over a 
hundred million on the spot."
49;235590;239960;"In a proper auction, you could 
probably add two zeros..."
50;243410;244620;"I know!"
51;244620;247890;"I should become a pro Hunter 
so I can sell the license..."
52;248420;252010;"I could live off the interest alone.
And forget about debt!"
53;252010;255240;"Okay, then let's get crackin'!"
54;255240;258250;"And start prepping for the Hunter Exam!"
55;260080;264150;"#16 wins <i>Greed Island</i> for 60.2 billion."
56;265650;267300;"Thank you very much."
57;268500;270160;"60.2 billion.."
58;270550;271740;"That's insane."
59;272160;275170;"And he won all seven copies."
60;275550;279510;"But it cost him half of his wealth."
61;280590;283920;"Recently, an unknown party 
stole a copy of </i>Greed Island<i>"
62;283920;287230;"won at auction for 30.5 billion by Mr. Battera."
63;287230;290790;"But, not to be discouraged, yesterday he 
won another copy for 27.8 billion,"
64;290790;294690;"and another today for 60.2 billion."
