Number;Start time in milliseconds;End time in milliseconds;"Text"
1;4120;7960;"Fearsome monsters... Exotic creatures..."
2;9120;12480;"Vast riches... Hidden treasures..."
3;14670;18530;"Evil enclaves... Unexplored lands..."
4;20140;23250;"The word "unknown" holds magic."
5;23250;27080;"And some incredible people are 
drawn to that magic."
6;27790;29290;"They are known..."
7;33420;35010;"...as Hunters!"
8;115390;116300;"Now!"
9;125580;128390;"Now you've experienced the joy 
of discovering"
10;128390;131020;"how good something can taste."
11;131630;134270;"We're risking our lives for that joy."
12;136530;141530;"Showdown x On The x Airship"
13;146690;149560;"After clearing the exam's Second Phase,"
14;149560;152710;"Gon and his friends fly through the starry sky,"
15;152710;155050;"toward the site for the Third Phase."
16;155750;161300;"Allow me to introduce myself to the 
forty-two remaining applicants."
17;161300;168220;"I am Netero, Chairman of this year's 
Hunter Exam Selection Committee."
18;168220;169810;"I am his secretary, Beans."
19;170410;174860;"Originally, I'd planned to 
make my appearance"
20;174860;178070;"during the exam's final phase, 
but as I'm already here..."
21;183480;188290;"I'm loving this tension in the air!"
22;188710;192290;"So I think I'll stick around for 
the rest of the trip."
23;194430;196500;"We are scheduled to arrive"
24;196500;199130;"at our destination 
tomorrow morning, at 8 AM."
25;199130;202260;"You'll find dinner waiting in the dining hall."
26;202260;204800;"You are also welcome to get some rest."
27;205420;206950;"In other words,"
28;206950;209810;"you're free to do as you please 
until you are contacted."
29;210340;213200;"Okay, Gon! Let's explore the airship!"
30;213200;214420;"Yeah!"
31;214420;216510;"How can they have so much energy?"
32;216510;219000;"I'm hitting the sack."
33;219000;220320;"You can say that again."
34;220990;224570;"However, I do have one concern..."
35;224570;226420;"Hmm? What's up?"
36;226420;229350;"How many more phases are there?"
37;229350;229980;"Oh..."
38;229980;232080;"They've never mentioned that, 
have they?"
39;232700;235710;"On average, there are five to six phases."
40;236390;240050;"Which means we still have 
three or four to go..."
41;240600;243890;"All the more reason to rest now."
42;244720;247470;"But you should be careful."
43;248350;248970;"Huh?"
44;248970;253550;"The secretary only told us when 
we'll arrive at our destination."
45;253550;256100;"It's possible that the third exam could"
46;256100;258940;"take place on this airship itself."
47;258940;262610;"And it doesn't necessarily mean we'll 
be contacted at 8 AM."
48;262820;264630;"Huh? Are you serious?"
49;264630;266700;"Hmm, that does make sense..."
50;266700;271580;"You might wake up to discover that 
the exam has already ended."
51;272150;275330;"If you plan to make it to the next phase,"
52;275330;277840;"don't let yourself relax on this airship."
53;278480;280200;"What the hell..."
54;280200;282060;"Well, that was some good advice."
55;282060;283240;"Thanks."
56;283240;285090;"We shall bear that in mind."
57;285090;287330;"Let's all do our best."
58;289190;290650;"<i>Yeah, right...</i>"
59;290650;293560;"<i>Here's hoping that you're 
both nervous wrecks,</i>"
60;293560;295100;"<i>come the morning.</i>"
61;297780;301110;"<i>There's no chance that the next phase 
will be held on the airship.</i>"
62;301620;304190;"<i>Were that their intention,</i>"
63;304190;307600;"<i>they wouldn't have said that we were 
free to do as we pleased.</i>"
64;307600;309700;"<i>They would have told us to stand by.</i>"
65;317350;320290;"Hey, how many applicants 
do you expect to make it?"
66;320290;322190;"You mean pass the exam?"
67;322190;325920;"Yep. This year, we have 
an impressive group."
68;325920;328970;"Though I did fail them all at one point..."
69;328970;330590;"But doesn't it depend"
70;330590;333160;"on what the upcoming phases consist of?"
71;333160;335730;"That's true..."
72;335730;338310;"But didn't you notice it?"
73;338310;341070;"One of them had this whole 
aura thing going on."
74;341730;343230;"What do you think, Satotz?"
75;344240;345680;"Oh, yes."
76;346890;349240;"I like the rookies this year."
77;349530;351230;"Ha! So you agree?"
78;351230;354730;"I think #294 has a good shot."
79;355210;358360;"I'm partial to #99."
80;358360;361300;"He looks like a selfish, spoiled brat."
81;361300;362280;"What do you think, Buhara?"
82;363050;364900;"Well..."
83;364900;368010;"He isn't a rookie, 
but #44 is the one I favor."
84;369300;371800;"I'm sure you noticed,"
85;371800;375220;"but when #255 was throwing a fit,"
86;375840;381650;"it was #44 who was really on the verge 
of killing someone."
87;382170;384200;"I did notice that, of course."
88;384200;387530;"He could barely restrain himself 
from tearing off our heads."
89;388540;390320;"But didn't you realize?"
90;390320;392850;"He was already that way"
91;392850;396120;"from the first moment we appeared."
92;396120;397160;"Really?"
93;397760;401400;"Yeah, that's the real reason 
I was so edgy."
94;401400;404670;"He kept challenging me."
95;405760;407470;"I had a similar experience."
96;408100;410180;"He should be carefully monitored."
97;410770;413260;"Though it pains me to admit this,"
98;413260;416050;"we are birds of a feather with him."
99;417540;422060;"However, his affinity 
for darkness is far stronger."
100;424710;429670;"As Hunters, we are continually 
seeking out rivals."
101;429670;433350;"Ultimately, the Hunter Exam"
102;433350;437040;"is but a place to find opponents 
worthy of respect."
103;438770;442240;"And every once in a while, we encounter"
104;442830;445360;"someone who hits the floor running,"
105;445360;448170;"when we try to slow things down."
106;448920;450710;"An oddball of sorts."
107;487280;489010;"Hey, there! Kids!"
108;489010;490890;"Stay out of the kitchen!"
109;490890;492660;"Go eat in the dining hall!"
110;496880;498660;"Wow, awesome!"
111;498660;499530;"Look, Gon!"
112;499530;500770;"Hmm? What is it?"
113;501540;502770;"Whoa!"
114;502770;504830;"It's like the ground is covered in jewels!"
115;504830;505770;"Yeah!"
116;507780;510090;"Hey, I was wondering..."
117;510880;511880;"Hmm?"
118;513520;516880;"Where are your mom and dad?"
119;517510;519840;"Hmm... They're alive."
120;519840;520680;"Probably."
121;520680;522360;"What do they do?"
122;522360;523790;"They're assassins."
123;524190;526290;"Huh? Both of them?"
124;528290;529980;"That's your first reaction?"
125;530660;533120;"You really are a riot!"
126;533120;534050;"Huh?"
127;535150;539630;"You're the first person who's 
ever responded seriously."
128;539630;541560;"Well, you're telling the truth, right?"
129;542190;543560;"What makes you think that?"
130;543910;545530;"It's just a hunch."
131;545530;547470;"That's weird..."
132;547470;549810;"People only like me"
133;549810;551960;"because they can't ever tell 
whether I'm serious."
134;554430;557420;"I'm from a family of assassins."
135;557420;558860;"So they're all assassins."
136;559910;562150;"And my family has"
137;562150;564360;"really high hopes for me..."
138;565040;567650;"But I can't stand it."
139;568330;571090;"Who wants to have their life 
planned out for them?"
140;571560;574030;"When I told them I wanted to 
decide my own future,"
141;574030;576400;"they all snapped!"
142;576400;577720;"My mother had tears"
143;577720;580410;"streaming down her face, as she told me"
144;580410;582520;"I have the potential to be a top assassin."
145;583520;584920;"Horrible parents, right?"
146;584920;586550;"It's natural their kid would go bad."
147;586550;588070;"We ended up fighting."
148;588070;589560;"So I stabbed my mother in the face,"
149;589560;591020;"my brother in the side,"
150;591020;592630;"and ran away from home."
151;592630;594850;"I'm sure they're out for blood now."
152;594850;596540;"But if they find me, 
I'll send them packing."
153;597620;599060;"When I become a Hunter,"
154;599060;601620;"I'll start by capturing my family."
155;601620;605580;"I'm sure they're worth some 
hefty bounties..."
156;617130;618720;"Something wrong?"
157;626360;628560;"Ah, Netero-san..."
158;628560;629730;"Did you see anyone"
159;629730;631510;"coming from that side?"
160;631870;632730;"No."
161;633700;635230;"<i>When did he...</i>"
162;635620;637810;"You're pretty fast for an old man."
163;637810;639540;"That little trick?"
164;639540;641490;"I barely moved."
165;645490;647020;"What do you want?"
166;647020;648710;"You don't have to do anything"
167;648710;650250;"until the last phase, right?"
168;650250;652940;"No need to be so unkind."
169;652940;656510;"I got bored, and was looking 
for some companions."
170;657450;660160;"By the way, I meant to ask 
the two of you..."
171;660160;663010;"Any thoughts on your first attempt 
at the Hunter Examination?"
172;663510;665240;"Uh-huh! It's fun!"
173;665240;669300;"And there haven't been any of the 
written exams I was dreading."
174;669990;672130;"I'm disappointed..."
175;672130;674760;"I expected the exam to be 
far more difficult."
176;675670;679030;"I assume the next phase will 
be more entertaining?"
177;679030;681030;"Well, now... 
I wouldn't know about that."
178;682220;683630;"Let's go, Gon!"
179;683630;685430;"Now wait just a moment."
180;686060;689040;"Would you care to play a game with me?"
181;691290;692290;"A game?"
182;693050;697800;"If you're able to defeat me, 
I shall let you be Hunters!"
183;698080;700050;"Really? I'll play!"
184;703820;706190;"How about it, eh?"
185;707060;717150;"Hunter Vocabulary"
186;712980;717150;"Netero"
187;725000;727810;"Now, I'll go over the rules of the game."
188;727810;731090;"If you can take this ball from me,"
189;731090;735250;"before the airship reaches 
its destination, you win."
190;735980;739760;"I believe that we're scheduled 
for an 8 AM arrival?"
191;740520;744030;"Well, that still gives you nine hours."
192;744030;746760;"You're free to attack me 
however you'd like."
193;746760;749450;"I won't touch you."
194;749450;751810;"Huh? That's too easy."
195;751810;753390;"You can't call that a game."
196;754000;756400;"Why not give it a try first?"
197;757590;759400;"We just have to take the ball?"
198;759400;760400;"Yeah."
199;760940;762650;"Then I'll go first."
200;763280;764660;"Go ahead."
201;770300;771410;"<i>He's looking down on me.</i>"
202;786740;788430;"I see lots of Killuas!"
203;790400;793430;"<i>This is an assassination technique.</i>"
204;794670;795690;"<i>Rhythm Echo...</i>"
205;796360;800240;"<i>Practitioners use a certain rhythm 
to create after-images,</i>"
206;800240;802190;"<i>confusing the enemy.</i>"
207;805220;808130;"<i>I am astonished that such a young child</i>"
208;808130;810200;"<i>has already mastered that technique.</i>"
209;832260;833850;"<i>Damn, he keeps darting around.</i>"
210;833850;835100;"<i>Is he really an old man?</i>"
211;835490;837860;"What? That's it?"
212;839950;841370;"<i>In that case,</i>"
213;841980;843730;"<i>I'll stop his movement!</i>"
214;848080;849740;"Ouch... Right on his pivot leg!"
215;855250;858520;"Ow!"
216;859550;862630;"<i>He didn't hold back with that kick.</i>"
217;862630;866260;"<i>If I were an ordinary person, 
that would have shattered my leg.</i>"
218;866700;868190;"<i>Damn...</i>"
219;868190;870890;"<i>His legs are hard as iron...</i>"
220;870890;871990;"Killua!"
221;871990;873150;"Tag! Tag!"
222;873150;874520;"It's my turn!"
223;877540;880970;"<i>What will this kid try?</i>"
224;880970;883400;"<i>He appears to be a very honest boy.</i>"
225;884190;885150;"Okay!"
226;892660;896220;"<i>Oh... He has a quick first step.</i>"
227;896720;899060;"<i>But he'd need another ten years</i>"
228;899060;900290;"<i>before attacking me head-on.</i>"
229;900770;902210;"<i>I guess he is just a child.</i>"
230;903080;904450;"<i>Huh? From above?</i>"
231;907590;909580;"Ow!"
232;909580;910340;"Idiot!"
233;910790;912990;"We know that you can jump 
really high!"
234;912990;915170;"Control your strength!"
235;915170;917720;"For a moment, the old man 
relaxed his guard!"
236;917720;919350;"<i>No kidding...</i>"
237;923700;927860;"<i>He may appear simple-minded, 
but he clearly uses his head.</i>"
238;928160;929610;"I messed up there."
239;931060;934120;"<i>They should keep me entertained 
until the morning.</i>"
240;946100;949630;"<i>Those two were pretty shaken.</i>"
241;950620;952590;"<i>I bet they're too nervous</i>"
242;952590;955320;"<i>to get a wink of sleep...</i>"
243;955320;957140;"<i>They're sound asleep?</i>"
244;972530;975150;"You boys aren't getting anywhere."
245;975150;977760;"Why not attack simultaneously?"
246;978330;979700;"Why, you..."
247;980300;982460;"Okay... I'll get you this time!"
248;985560;987290;"Here they come."
249;992740;995550;"<i>Netero-san hasn't even broken a sweat.</i>"
250;998430;999350;"Ow!"
251;1002360;1004940;"<i>So we can't beat him 
without subterfuge.</i>"
252;1008450;1011150;"Your attacks are getting boring."
253;1015200;1019080;"<i>He kicked off his shoe to 
increase his range?</i>"
254;1023780;1024710;"A chance!"
255;1024920;1026010;"I think not."
256;1031370;1033090;"You and your little tricks!"
257;1034790;1036770;"It's mine!"
258;1054060;1056860;"I commend you on your efforts."
259;1058870;1060870;"You're amazing, Netero-san!"
260;1060870;1062230;"Really amazing!"
261;1070540;1071870;"Forget it..."
262;1071870;1072790;"I give up."
263;1072790;1074130;"I lose!"
264;1074130;1074820;"Huh?"
265;1074820;1076880;"<i>Oh? He's quitting?</i>"
266;1077440;1079890;"Why? We still have time."
267;1080340;1082890;"And just now, we came really close."
268;1083500;1087390;"Jeez. You really have no clue, do you?"
269;1088270;1092470;"The old man has barely used his 
right hand and his left leg."
270;1092470;1093030;"What?"
271;1093500;1095820;"But we're still powerless against him."
272;1095820;1098200;"We could chase him around for a year,"
273;1098200;1099740;"and never take the ball from him."
274;1101120;1102940;"Oh, you figured it out?"
275;1102940;1105660;"And here, I thought I'd fooled you."
276;1106040;1107530;"So that's what he was doing."
277;1108700;1111020;"You really know how to 
piss me off, old man."
278;1111020;1112590;"Let's go, Gon!"
279;1112590;1114650;"Oh, I'm gonna play a little longer."
280;1114650;1115170;"Huh?"
281;1115590;1117910;"Didn't you hear what I said?!"
282;1117910;1118620;"It's useless!"
283;1118620;1120920;"You won't be able to take 
the ball from him!"
284;1120920;1123180;"Yeah! I don't care about the ball."
285;1123680;1126060;"We've only used up half 
of the time limit."
286;1126060;1128320;"I'm gonna make Netero-san 
use his right hand"
287;1128320;1129560;"before the time runs out."
288;1132120;1133820;"I see..."
289;1134520;1136250;"Yeah, I got it."
290;1136250;1137450;"Good luck."
291;1138160;1139710;"I'm getting some sleep."
292;1143380;1144950;"Say, Netero-san..."
293;1144950;1145840;"Hmm?"
294;1145840;1148410;"How did Killua do that thing 
where he walked slowly,"
295;1148410;1151400;"and it looked like there were 
a bunch of Killuas?"
296;1152620;1157780;"That technique is for those engaged 
in underground work."
297;1157780;1160340;"You have no need to learn it."
298;1160930;1163380;"In fact, you should not learn it."
299;1163380;1165400;"But it's an amazing technique, right?"
300;1166030;1169540;"It requires an intensive amount 
of training."
301;1169540;1172310;"Killua's really something!"
302;1175430;1176820;"You fool."
303;1182100;1184870;"<i>Damn it! Now I'm in a bad mood.</i>"
304;1186030;1188060;"<i>Well, I guess there's 
nothing for it.</i>"
305;1188500;1189120;"Hey."
306;1189120;1189870;"Wait up, kid."
307;1191080;1193080;"You bump into us, 
and then ignore us?"
308;1193680;1195300;"Bastard!"
309;1200090;1201960;"<i>If I hadn't stopped then,</i>"
310;1201960;1206390;"<i>I'd have ended up killing that 
old man to get the ball.</i>"
311;1213630;1218110;"<i>Oh, he's moving faster.</i>"
312;1220670;1221110;"<i>Here it comes!</i>"
313;1222100;1223970;"<i>He'll feint for the ball,</i>"
314;1223970;1225620;"<i>but attack my stomach!</i>"
315;1227620;1230160;"O-Ouch!"
316;1232110;1233620;"One more!"
317;1235880;1239200;"<i>If he head-butts me in the stomach again,</i>"
318;1239200;1241130;"<i>he'll shatter his skull.</i>"
319;1241770;1245640;"<i>But if I relax my stomach, 
I'll be the one suffering.</i>"
320;1247970;1249140;"I'll run away."
321;1253770;1255900;"Ah, is he dead?"
322;1262740;1264410;"You just used your right hand!"
323;1270860;1272660;"I did it!"
324;1273040;1276420;"Hooray..."
325;1288130;1289860;"Hello, helmsman?"
326;1289860;1292300;"It's me. Is the flight going well?"
327;1292300;1293590;"I see."
328;1293590;1295690;"I'm sorry to ruin it for you,"
329;1296480;1299930;"but could you fly a little slower?"
330;1303690;1306850;"During a game Netero proposed to kill time,"
331;1306850;1309160;"he's seen something in Gon."
332;1310380;1313630;"The airship and its 42 applicants"
333;1313630;1318670;"approach the site of the exam's Third Phase."
334;1407420;1410280;"Next time: Decision x By x Majority?"
335;1410280;1411220;"Majority, majority..."
336;1411220;1412510;"Authority!"
337;1412510;1414200;"Minority?"
