Number;Start time in milliseconds;End time in milliseconds;"Text"
1;5050;7230;"Wow!"
2;7660;17110;"You'll find footage of today's entire meeting—
the <i>entire</i> meeting—on the Hunter site,"
3;17110;21750;"so tell everyone who wasn't present!"
4;23440;28000;"Tell them they absolutely have to watch it!"
5;108000;113000;"Magician x And x Butler"
6;117020;122510;"I will announce the results of the fourth vote 
for the election of the 13th chairman."
7;122960;125850;"Out of 661 Hunters,"
8;126260;129350;"there were 642 valid votes"
9;129350;131480;"and 19 absentees."
10;131480;133440;"6) Ickshonpe — 26 
7) Teradein — 21 
8) Morel — 20 
9) Saccho — 15 
10) Biscuit — 14 
11) Sanbica, Linne — 13 
13) Loupe, Bushidora — 12 
15) Cutie — 10 
16) Ging — 8 
17) Tsezguerra — 5 
18) Knov, Kite, Gon — 4 
21) Kanzai, 3 others — 3 
25) Hanzo, 5 others — 2 
28) Saiyu, 8 others — 1"
11;131990;135550;"The turnout was 97.1%."
12;133440;136990;"4th Election for the 13th Chairman 

1) Pariston — 258 (39%) 
2) Cheadle — 57 
3) Leorio — 55 
4) Botobai — 31 
5) Mizaistom — 27"
13;135550;138910;"As the conditions were not met, 
the vote must be redone."
14;136990;139750;"{\an4\fs24}1) Pariston 
2) Cheadle 
3) Leorio 
4) Botobai"
15;142270;149020;"Voter turnout for the most recent vote in 
the 13th chairman election exceeded 95%."
16;149640;152570;"Which means that for the fifth vote,"
17;152570;157120;"we will have a runoff with the top sixteen 
candidates, so keep that in mind."
18;157750;162730;"I will now introduce the top sixteen 
candidates in the order of votes received."
19;162730;164660;"Please use this information when voting."
20;168440;171320;"Pariston Hill, a Triple Star Hunter."
21;171320;173720;"The current Association vice chairman,"
22;173720;176030;"his motto is the promotion of 
a kinder Hunter Association."
23;177260;180010;"Cheadle Yorkshire, a Triple Star Hunter."
24;180410;184030;"The brains of the Zodiacs, she keeps the 
organization clean and free of toxicity."
25;185620;188150;"Leorio Paradinight, a rookie."
26;188600;190710;"A rising star after punching Ging,"
27;190710;192540;"he's currently studying to become a doctor."
28;193740;196670;"Botobai Gigante, a Triple Star Hunter."
29;196670;198540;"Advisor to the Zodiacs,"
30;198540;201550;"he was the closest to the chairman 
in both reputation and reality."
31;202810;206340;"Mizaistom Nana, a Double Star Crime Hunter."
32;206340;207710;"The conscience of the Zodiacs,"
33;207710;210060;"his practical nature has earned the respect 
of the anti-chairman faction."
34;211060;215420;"Ickshonpe Katocha, a Single Star Hacker Hunter."
35;215420;219570;"Living in the digital world, he has 
yet to cast any votes himself."
36;220830;224520;"Teradein Neutral, a Double Star Headhunter."
37;224520;229620;"Specializing in discovering talent, 
he seeks to reform the Hunter Exam."
38;231390;235190;"Morel Mackernasey, a Single Star Sea Hunter."
39;235190;238320;"After defeating the Ants, 
will he jump to Triple Star?"
40;238320;240590;"His focus is preparation for the 
arrival of more alien species."
41;241890;245670;"Saccho Kobayakawa, a Double 
Star Counseling Hunter."
42;245670;247530;"Counselor of the Zodiacs,"
43;247530;250100;"he seeks to reform the Association 
from behind the scenes."
44;251350;255310;"Biscuit Krueger, a Double Star Gemstone Hunter."
45;255310;257040;"The Association's mother figure..."
46;257040;258890;"Sorry, older sister."
47;258890;260780;"More and more people want her to scold them."
48;262380;265800;"Sanbica Norton, a Single Star Virus Hunter."
49;266160;268240;"The Association's doctor,"
50;268240;271330;"she has asked that no one vote for her."
51;272810;276290;"Linne Hors-d'oeuvre, a Double Star Gourmet Hunter."
52;276290;278280;"The oldest Association Hunter,"
53;278280;280750;"it's been five years since anyone 
has heard her speak."
54;281880;286050;"Bushidora Ambitious, a Single Star Blacklist Hunter."
55;286050;288350;"The Association's disciplinary officer,"
56;288350;290810;"he advocates amending the Ten Commandments."
57;292550;295280;"Loupe Highland, a Lost Hunter."
58;295280;298180;"He can find anything from missing 
contacts to missing persons."
59;298180;300520;"He's tackling the issue of missing Hunters."
60;301730;305540;"Cutie Beauty, a Single Star Cutiful Hunter."
61;305540;308890;"Recognized as the leader of 
the Vice Chairman's fan club."
62;308890;310580;"She seeks to create a cutiful Association."
63;312530;315970;"Ging Freecss, a Double Star 
Archaeological Hunter."
64;315970;318050;"The vagabond of the Zodiacs."
65;318050;320880;"Is he back in the election 
after receiving pity votes?"
66;327700;329590;"Leorio's in third?"
67;329590;331430;"That's incredible."
68;333870;336930;"You can go to hell!"
69;338540;341870;"I guess this clip had a big impact..."
70;342520;345630;"And he has no problem using 
his <i>Nen</i> in front of a crowd."
71;346050;349050;"You can go to hell!"
72;346440;348050;"Looks like he's an Emitter."
73;349770;353580;"So do people dislike Gon's dad?"
74;353580;355700;"That was a standing ovation."
75;355700;358360;"Wow!"
76;358360;360960;"You'll find footage of today's entire meeting..."
77;365110;366470;"Master Illumi..."
78;373320;375300;"Yes, at once."
79;375720;377050;"Please wait one moment."
80;387560;388990;"Thanks to Gotoh,"
81;391580;394240;"I can see it now..."
82;395250;398300;"Our family's correlation chart surrounding Alluka."
83;403190;407660;"Despite what he says, my father trusts me."
84;408170;410660;"That's why Gotoh was allowed to accompany us,"
85;410660;412740;"and he won't force me to stop."
86;413480;417300;"However, he's wary of Alluka's power."
87;418100;420120;"Which makes sense, given that one wrong move"
88;420120;423050;"is all it takes for the entire family to die."
89;423050;427530;"But on the other hand, 
he wishes to control Alluka's power."
90;428260;433790;"That dilemma shows in his decision to 
lock her up in a room filled with toys."
91;434620;440300;"That's why he had Tsubone and Amane, 
his most trusted butlers, accompany us."
92;441080;444150;"If something happens, they can 
take us back immediately."
93;444150;448930;"And he hopes they'll glean some hint 
to help him control Alluka."
94;449880;452080;"Tsubone and Amane understand their role,"
95;452630;454530;"and they're being very cautious."
96;455520;459090;"Gotoh and Canary are being subtle,"
97;459090;461750;"but they're on our side and helping us."
98;468720;470020;"And then,"
99;471290;472400;"there's Illumi."
100;475620;480380;"The moment his name was spoken, 
Amane's tension spiked."
101;481010;484310;"This means Amane and Tsubone,"
102;484310;487230;"and Father and Grandpa by extension,"
103;487230;488920;"disagree with Illumi."
104;490890;494520;"I'd guess that Illumi's plans for Alluka are..."
105;497770;499800;"That was a fine play, Gotoh."
106;500230;503940;"You threw out his name to see Amane's reaction."
107;505020;506600;"If Tsubone were here,"
108;506600;510180;"she would have noticed Gotoh's reaction 
when he answered the phone,"
109;510180;515430;"and she'd have distracted me or signaled 
Amane to shut off her emotions."
110;519160;520830;"This is an internal family struggle,"
111;521600;523080;"an inner mission."
112;524710;528610;"When family members differ 
in opinion or objective,"
113;528610;534930;"they're each encouraged to do things their 
own way, rather than unite in the same goal."
114;536060;537590;"This is a contest!"
115;539220;543790;"Father and Grandpa want Alluka 
near, so they can control her,"
116;543790;547980;"and they don't want me hurt by her power."
117;549180;550020;"I want"
118;552380;553800;"to save Gon"
119;555700;557780;"and to set Alluka free."
120;561770;563000;"And..."
121;564370;565560;"Illumi wants"
122;569000;570930;"to kill Alluka!"
123;571970;573130;"Is this Killua?"
124;573970;574750;"Yeah."
125;577710;580270;"You removed the needle, didn't you?"
126;581510;582430;"Yeah."
127;582960;584350;"I feel a lot better."
128;585760;588770;"Then I won't have to hold back when I kill you."
129;589090;590240;"Kill?"
