Number;Start time in milliseconds;End time in milliseconds;"Text"
1;3420;7690;"Don't underestimate the human race, Meruem."
2;9290;12960;"Meruem... That is your name."
3;16580;19250;"What is this?"
4;21320;23370;"Meruem, King of Ants,"
5;24240;27210;"you understand nothing..."
6;31100;35150;"of humanity's infinite potential for evolution!"
7;39320;40360;"I see now..."
8;41720;43520;"Yes... I see..."
9;47350;48830;"You had me in checkmate"
10;50180;51330;"from the start..."
11;131980;137030;"Hostility x And x Determination"
12;151870;155860;"The bomb was both low-budget and compact,"
13;155860;158300;"while also proving surprisingly lethal."
14;159250;162300;"With the right technology,"
15;162300;165490;"it was possible to quickly mass 
produce these bombs."
16;166020;168660;"Due to the shape of the smoke cloud,"
17;169670;173580;"it was called the Miniature Rose, 
or the poor man's rose,"
18;173580;176160;"and was popular with small dictatorships."
19;179720;184410;"In more than 250 countries and regions of the world,"
20;184410;186830;"ten times as many roses had bloomed,"
21;187330;190540;"consuming 5.12 million human lives."
22;255930;260580;"After terrorists used the bomb in the 
center of an adversarial nation's capital,"
23;261250;265020;"taking more than 110,000 lives,"
24;265520;270410;"an international treaty was signed that 
banned the bomb's production."
25;271170;275420;"However, over eighty percent of the 
world's countries rejected the proposal"
26;275990;279420;"to discard and ban the use of 
roses they had already produced,"
27;280510;283920;"meaning that hundreds of thousands of seeds"
28;284630;289790;"still wait silently in many countries 
for their chance to bloom."
29;293690;296240;""How are humans and Ants different?""
30;296750;299690;"When Netero decided to use his last resort,"
31;300320;304290;"could this thought have crossed his mind?"
32;304890;307880;"Now, there is no way to find out."
33;319010;322010;"The two immediately understood"
34;324750;331720;"what the distant cloud of smoke and 
resulting vibration in the air signified."
35;337530;338730;"At the same time,"
36;340280;344220;"Pouf's clone found itself looking Knuckle in the eye."
37;351160;353320;"After his experience with Youpi,"
38;353320;356600;"Knuckle hoped to reach a 
similar understanding with Pouf."
39;357210;362390;"But his faint hopes were quickly shattered."
40;382840;384660;"If the King waves his baton,"
41;384660;386870;"the soldiers will become demons if necessary."
42;389720;394280;"Pouf's main body must have learned 
that something happened to the King."
43;395540;399790;"That led to the transformation of the clone's 
face, revealing the Ants' true nature."
44;401110;403910;"Did the chairman defeat the King?"
45;404420;407300;"No, it doesn't matter either way..."
46;411760;417920;"In Pouf's face, Knuckle had seen a barrier 
that could not be overcome."
47;425320;426610;"It's destroyed!"
48;428720;430530;"Is everyone okay?"
49;448290;449950;"This is brutal..."
50;451080;454320;"It only took them thirty minutes 
to wreck the whole place."
51;471610;473140;"That was close..."
52;474090;475200;"Ikalgo."
53;479270;480190;"Killua!"
54;493320;494460;"Palm..."
55;496930;498010;"I see."
56;498480;499910;"But I'm glad to see you."
57;500410;502480;"You returned to us."
58;503190;508040;"Then, as planned, I'll take you to Peijing by car."
59;508040;510450;"No, she wants to stay."
60;511840;515170;"Well, she'll certainly be useful in a fight."
61;515500;518730;"In terms of raw offensive power, 
she has me beat..."
62;519220;520080;"Probably."
63;522550;526250;"To be honest, I want to go to Gon at once."
64;526920;527930;"However..."
65;528600;529800;"I'll wait."
66;530990;533380;"I'll respect his wishes..."
67;534240;535170;"His wishes?"
68;536690;540350;"He's decided to fight Pitou by himself."
69;542020;544870;"I'll wait right here for one hour."
70;546380;549550;"And once he's made up his mind, 
that's it. He won't budge."
71;550820;554610;"In return, he performs his best"
72;554610;557160;"when circumstances are as expected."
73;557630;562390;"Which means all we can do is stay out of his way."
