Number;Start time in milliseconds;End time in milliseconds;"Text"
1;5370;7670;"This is a bullet casing."
2;8580;11910;"Nothing mechanical is allowed here, right?"
3;12620;15450;"So the underground rulers of NGL"
4;16080;19520;"were manufacturing guns in addition to drugs."
5;19520;22140;"But judging by this..."
6;22480;24250;"It wasn't done by a human."
7;26020;29000;"Most likely, it was a Chimera Ant."
8;109000;114050;"The x Fight x Begins"
9;120550;123310;"The Chimera Ants continue their 
rampage throughout NGL."
10;124200;127780;"And they've finally struck against the don"
11;127780;130210;"who ruled this country from the shadows."
12;136870;139400;"It's safe to assume that the Chimera Ants"
13;139400;142190;"have assumed control of NGL's interior."
14;143880;147080;"The question is if we can reach their nest"
15;147750;150080;"before the Queen births the King."
16;168840;170080;"More!"
17;170820;172080;"More!"
18;173160;175310;"I need much more."
19;179270;184500;"I need more food of high 
nutritional value for my child."
20;188190;190020;"Over a hundred a day?"
21;190550;193460;"Yes, the Queen has requested"
22;193460;196380;"more food, to aid the King's growth."
23;196640;200290;"We've been providing fifty a day."
24;200750;202870;"Just when we'd managed"
25;202870;206390;"to assemble enough soldiers to ease the job..."
26;207250;208390;"If the Queen commands,"
27;208800;211390;"we will double or triple our quota."
28;211390;213980;"We should increase our ranks..."
29;213980;214720;"No."
30;215310;219260;"Increasing them would be simple, but it 
would disturb the chain of command."
31;219710;223710;"We must start by instilling more discipline."
32;224660;226640;"We'll increase our ranks afterwards."
33;226940;229720;"First, we must eliminate sedition in all—"
34;229720;231140;"Don't make me laugh!"
35;232620;235670;"That isn't going to be necessary."
36;236240;241670;"The rare human I captured has the 
nutritional value of a thousand normal ones."
37;242120;243830;"One with the value of a thousand?"
38;244160;245430;"What are you talking about?"
39;245430;246860;"You didn't know?"
40;247360;254040;"I'm saying that some unique humans 
are overflowing with life energy."
41;254750;259110;"They're hard to find, which is why they're rare."
42;259420;260970;"Rare?"
43;260970;264970;"These special humans each have the 
nutritional value of a thousand normal ones?"
44;264970;265950;"That's right."
45;266300;267120;"Impossible!"
46;267120;268210;"No such human could—"
47;268210;269950;"They do exist..."
48;270220;273330;"I saw and fought one."
49;273330;277420;"And then, I accidentally took a bite!"
50;277730;278740;"Pike!"
51;278740;281800;"The one you took a bite out of wasn't rare."
52;282140;283790;"Oh, yeah."
53;283790;285140;"You're right."
54;285140;286990;"Don't spout nonsense!"
55;286990;290310;"Your words were also nonsense, Zazan-sama."
56;290580;292680;"I spoke nonsense? When?"
57;292980;296540;"You weren't the one who 
captured the rare human."
58;296540;297440;"I did."
59;298690;303440;"Remember how you praised me 
for the wonderful job I did?"
60;303440;305920;"I'm the one who disabled him!"
61;305920;309450;"But I'm the one who held him in place—"
62;312520;314120;"Enough."
63;314120;316000;"Make yourself scarce."
64;317300;319230;"F-For..."
65;320270;322840;"Forgive me!"
66;326310;329300;"Was that story true?"
67;329550;332330;"Wh-Why, if it isn't Bihorn-sama..."
68;332330;335310;"Yes, there really was a rare human."
69;335310;336560;"Not that!"
70;336560;338810;"Did you really take a bite?"
71;338810;343880;"No, I took a bite of the normal 
human, not of the rare—"
72;344910;347620;"It doesn't matter if it was rare or not."
73;348060;351330;"Consuming the Queen's food"
74;351330;352530;"is not permitted."
75;358490;360540;"I'll never do it again,"
76;360540;363880;"so please spare me just this once, Bihorn-sama!"
77;363880;366560;"Hold it! Come back here!"
