Number;Start time in milliseconds;End time in milliseconds;"Text"
1;3050;7220;"Chairman Netero gathered the top 
leaders of the Hunter Association,"
2;7220;11470;"the Zodiacs, for the purpose of 
electing the next chairman."
3;12450;13850;"The Zodiacs..."
4;14270;17730;"Twelve Hunters whose abilities 
the chairman had recognized."
5;18100;21750;"In emergencies, he entrusted 
them with leading the Association."
6;21750;25250;"When nothing was happening, they 
accompanied him in leisure activities."
7;25840;28500;"Each Zodiac is assigned a code name..."
8;28500;31650;"And most members, out of 
adoration for the chairman,"
9;31650;35270;"made moving efforts to embody their code names,"
10;35270;37510;"such as changing their names or personas."
11;38240;40010;"However, there are exceptions."
12;120010;125020;"Debate X Among X Zodiacs"
13;121710;125020;"Chairman!"
14;129080;132470;"{\fad(507,547)}Mizaistom (Ox)"
15;130100;132490;"I thought we had all the Zodiacs present,"
16;132490;134270;"but the Rat is missing."
17;134320;137730;"{\fad(507,547)\3c&H6F319D&\4c&H6F319D&}Piyon (Rabbit)"
18;134530;137420;"The Vice Chairman is very busy,"
19;137420;139150;"even at a time like this."
20;139220;142690;"{\fad(507,547)\3c&H8C1646&\4c&H8C1646&}Geru (Snake)"
21;139480;141410;"It's because it is a time like this."
22;141410;144290;"He's scrambling to secure votes for himself, I'm sure."
23;143220;146640;"{\fad(507,547)\3c&HA26836&\4c&HA26836&}Ginta (Sheep)"
24;145560;147830;"Chairman!"
25;147830;151250;"Ginta... You're loud, annoying, and you smell!"
26;147890;151250;"{\fad(507,547)\3c&H73A022&\4c&H73A022&}Cluck (Chicken)"
27;151310;154740;"{\fad(507,547)\3c&H005E46&\4c&H005E46&}Saiyu (Monkey)"
28;152100;154660;"Even the habitual slacker Ging showed up!"
29;155060;156760;"Guess the Rat's just a scumbag."
30;156860;160210;"{\fad(507,547)\3c&HA9C615&\4c&HA9C615&}Ging (Boar)"
31;157230;158900;"What do you mean, "even" I showed up?"
32;158900;160300;"I'll kill you, monkey."
33;160300;162640;"Go ahead and try it, dumbass."
34;162700;166130;"{\fad(507,547)\3c&H16056C&\4c&H16056C&}Botobai (Dragon)"
35;163310;164830;"I can't accept this."
36;165350;169020;"Why didn't the chairman call us to help?"
37;169080;172470;"{\fad(507,547)}Kanzai (Tiger)"
38;169530;170840;"Agreed."
39;170840;173170;"Morel and Knov were above that kind of job!"
40;173170;175520;""Above" is not the word you're looking for."
41;175590;179100;"{\fad(507,547)}Cheadle (Dog)"
42;176060;179150;"You wanted to hunt the Ants yourself, did you not?"
43;180610;184520;"The chairman wanted all of us together for this."
44;181720;185150;"{\fad(507,547)}Saccho (Horse)"
45;184520;185530;"Let's wait for him to arrive."
46;186670;188430;"Hey! Sorry I'm late!"
47;187140;190030;"{\fad(507,547)}Pariston (Rat)"
48;188430;190040;"My apologies!"
49;190730;193600;"Everyone is in a frenzy over what's 
going on with East Gorteau."
50;193600;195180;"It's a big problem."
51;197170;198760;"Just sit down."
52;199100;201250;"Oh, sorry about that."
53;205810;209860;"Then let's begin this meeting on the 
election of the next chairman."
54;209860;211270;"Hold on!"
55;211270;213690;"Why are you leading the meeting?"
56;213940;215940;"Huh? Is there a problem?"
57;216410;219440;"Don't boss us around after you showed up late."
58;219700;222760;"Pariston, you're irritating! 
You're a creep! Get lost!"
59;222760;226670;"Well, I wasn't sure if I should take the lead."
60;226670;229330;"But you know, I'm the Vice Chairman."
61;229820;233930;"I outrank the rest of you, and I'm 
good at coordinating these things."
62;233930;236650;"I'm sure you all want to finish this quickly."
63;236650;237960;"That's why."
64;238770;240960;"If we rank by age, Botobai-san should lead."
65;241500;244470;"Judging by ability to foster progress, 
Cheadle-san should lead."
66;244980;247820;"Both are better suited to the task than I."
67;247820;250470;"Would one of you be willing to take over?"
68;250840;253980;"I'll refrain. You'd probably give me a hard time."
69;257790;258980;"I concur."
70;260360;262670;"Forget it. Just lead the meeting."
71;262670;265240;"Just come out and say you 
want to do it, scumbag."
72;265830;270170;"In that case, if anyone objects 
to me leading this meeting,"
73;270170;271910;"raise your hand."
74;271910;274600;"I object! I object! I seriously object!"
75;275040;276640;"I see four objections..."
76;276640;279950;"The majority says I should continue."
77;279950;283870;"Of course, we can discuss any 
complaints as they arise."
